recommendation_id,building_id,recommended_action,estimated_retrofit_cost,estimated_annual_savings,payback_period_years,estimated_emissions_reduction_percent,retrofit_priority,implementation_complexity
REC_1101,BLDG_49717,Water Efficiency Upgrade,11800.0,5600.0,2.11,2.37,Critical,Low
REC_1102,BLDG_50030,LED Lighting Retrofit,82400.0,81000.0,1.02,11.58,Critical,Low
REC_1103,BLDG_26089,Water Efficiency Upgrade,9900.0,4400.0,2.25,3.15,Critical,Low
REC_1104,BLDG_21340,Building Automation System,38000.0,12300.0,3.09,11.83,Critical,Medium
REC_1105,BLDG_50660,Solar Panel Installation,525000.0,36200.0,14.5,19.19,Low,Medium
REC_1106,BLDG_19889,LED Lighting Retrofit,9000.0,4100.0,2.2,11.45,Critical,Low
REC_1107,BLDG_27047,Building Automation System,45400.0,20400.0,2.23,13.91,Critical,Medium
REC_1108,BLDG_107,Solar Panel Installation,525000.0,36200.0,14.5,25.85,Low,Medium
REC_1109,BLDG_21344,HVAC Upgrade,315200.0,131000.0,2.41,18.49,Critical,Medium
REC_1110,BLDG_22323,Building Automation System,23300.0,4800.0,4.85,14.0,High,Medium
REC_1111,BLDG_20714,Window Replacement,57800.0,7600.0,7.61,9.35,High,Medium
REC_1112,BLDG_23925,LED Lighting Retrofit,23000.0,3800.0,6.05,11.21,High,Low
REC_1113,BLDG_50259,Solar Panel Installation,525000.0,36200.0,14.5,22.09,Low,Medium
REC_1114,BLDG_50175,Solar Panel Installation,389800.0,26400.0,14.77,19.67,Low,Medium
REC_1115,BLDG_24630,Deep Energy Retrofit,242600.0,63400.0,3.83,44.27,Critical,High
REC_1116,BLDG_19654,HVAC Upgrade,79700.0,110300.0,0.72,25.44,Critical,Medium
REC_1117,BLDG_49857,Solar Panel Installation,331400.0,22200.0,14.93,21.07,Low,Medium
REC_1118,BLDG_27213,Building Automation System,19100.0,6500.0,2.94,10.94,Critical,Medium
REC_1119,BLDG_50171,Solar Panel Installation,65200.0,2900.0,22.48,21.73,Low,Medium
REC_1120,BLDG_26773,LED Lighting Retrofit,9100.0,3100.0,2.94,9.92,Critical,Low
REC_1121,BLDG_24344,Deep Energy Retrofit,208700.0,49200.0,4.24,46.37,Critical,High
REC_1122,BLDG_24180,HVAC Upgrade,56200.0,19200.0,2.93,19.26,Critical,Medium
REC_1123,BLDG_50503,Solar Panel Installation,211200.0,13500.0,15.64,16.9,Low,Medium
REC_1124,BLDG_50165,Solar Panel Installation,164400.0,10100.0,16.28,24.95,Low,Medium
REC_1125,BLDG_27304,Solar Panel Installation,274600.0,18100.0,15.17,23.06,Low,Medium
REC_1126,BLDG_27593,LED Lighting Retrofit,16300.0,14700.0,1.11,10.33,Critical,Low
REC_1127,BLDG_25696,Water Efficiency Upgrade,12400.0,5900.0,2.1,3.34,Critical,Low
REC_1128,BLDG_608,Water Efficiency Upgrade,38700.0,11900.0,3.25,3.65,Critical,Low
REC_1129,BLDG_21578,LED Lighting Retrofit,14500.0,8600.0,1.69,10.75,Critical,Low
REC_1130,BLDG_27189,HVAC Upgrade,216700.0,49100.0,4.41,22.42,High,Medium
REC_1131,BLDG_21703,Building Automation System,28500.0,18900.0,1.51,13.05,Critical,Medium
REC_1132,BLDG_23953,Building Automation System,19300.0,3900.0,4.95,14.02,High,Medium
REC_1133,BLDG_24153,Water Efficiency Upgrade,7700.0,2600.0,2.96,3.76,Critical,Low
REC_1134,BLDG_50935,Solar Panel Installation,388800.0,26400.0,14.73,19.63,Low,Medium
REC_1135,BLDG_26236,Insulation Improvement,30000.0,2500.0,12.0,14.47,Low,Medium
REC_1136,BLDG_712,Solar Panel Installation,181200.0,11300.0,16.04,27.0,Low,Medium
REC_1137,BLDG_24359,Solar Panel Installation,121800.0,7000.0,17.4,18.35,Low,Medium
REC_1138,BLDG_20330,Solar Panel Installation,212800.0,13600.0,15.65,23.48,Low,Medium
REC_1139,BLDG_50535,Building Automation System,60500.0,20900.0,2.89,11.21,Critical,Medium
REC_1140,BLDG_23518,Solar Panel Installation,71000.0,3300.0,21.52,24.93,Low,Medium
REC_1141,BLDG_20441,Building Automation System,17400.0,3200.0,5.44,15.32,High,Medium
REC_1142,BLDG_27597,Building Automation System,24800.0,16700.0,1.49,14.46,Critical,Medium
REC_1143,BLDG_23177,HVAC Upgrade,70000.0,9600.0,7.29,20.71,High,Medium
REC_1144,BLDG_27007,LED Lighting Retrofit,8600.0,2000.0,4.3,10.62,High,Low
REC_1145,BLDG_50726,LED Lighting Retrofit,13200.0,9400.0,1.4,10.89,Critical,Low
REC_1146,BLDG_50493,Building Automation System,30100.0,11400.0,2.64,15.05,Critical,Medium
REC_1147,BLDG_25215,Building Automation System,20000.0,5100.0,3.92,12.36,Critical,Medium
REC_1148,BLDG_26025,Building Automation System,33900.0,12900.0,2.63,15.96,Critical,Medium
REC_1149,BLDG_21102,LED Lighting Retrofit,10300.0,4100.0,2.51,10.69,Critical,Low
REC_1150,BLDG_20871,Building Automation System,16200.0,3000.0,5.4,15.51,High,Medium
REC_1151,BLDG_339,Solar Panel Installation,144400.0,8700.0,16.6,16.58,Low,Medium
REC_1152,BLDG_21104,LED Lighting Retrofit,12200.0,6700.0,1.82,10.55,Critical,Low
REC_1153,BLDG_25992,Solar Panel Installation,525000.0,36200.0,14.5,19.19,Low,Medium
REC_1154,BLDG_28874,Building Automation System,19800.0,6100.0,3.25,14.67,Critical,Medium
REC_1155,BLDG_20668,Water Efficiency Upgrade,12700.0,6900.0,1.84,3.01,Critical,Low
REC_1156,BLDG_24600,LED Lighting Retrofit,15200.0,19600.0,0.78,10.07,Critical,Low
REC_1157,BLDG_26052,Water Efficiency Upgrade,8000.0,2700.0,2.96,3.56,Critical,Low
REC_1158,BLDG_32429,Water Efficiency Upgrade,13000.0,2200.0,5.91,4.28,High,Low
REC_1159,BLDG_23896,Building Automation System,19400.0,7900.0,2.46,12.11,Critical,Medium
REC_1160,BLDG_25428,Solar Panel Installation,84400.0,4300.0,19.63,15.28,Low,Medium
REC_1161,BLDG_25175,LED Lighting Retrofit,14600.0,8300.0,1.76,9.16,Critical,Low
REC_1162,BLDG_20243,Solar Panel Installation,65000.0,2900.0,22.41,19.03,Low,Medium
REC_1163,BLDG_822,LED Lighting Retrofit,19900.0,10100.0,1.97,11.62,Critical,Low
REC_1164,BLDG_25462,Solar Panel Installation,65000.0,2900.0,22.41,17.61,Low,Medium
REC_1165,BLDG_23960,Window Replacement,51500.0,3100.0,16.61,13.94,Low,Medium
REC_1166,BLDG_23360,Solar Panel Installation,65000.0,2900.0,22.41,18.85,Low,Medium
REC_1167,BLDG_23691,Building Automation System,17300.0,4100.0,4.22,14.77,High,Medium
REC_1168,BLDG_441,Deep Energy Retrofit,517900.0,134400.0,3.85,43.35,Critical,High
REC_1169,BLDG_19780,HVAC Upgrade,53800.0,22600.0,2.38,18.02,Critical,Medium
REC_1170,BLDG_701,Solar Panel Installation,92600.0,4900.0,18.9,21.42,Low,Medium
REC_1171,BLDG_27657,LED Lighting Retrofit,30100.0,21900.0,1.37,8.73,Critical,Low
REC_1172,BLDG_50243,LED Lighting Retrofit,54300.0,24800.0,2.19,9.67,Critical,Low
REC_1173,BLDG_21091,HVAC Upgrade,96000.0,47500.0,2.02,21.23,Critical,Medium
REC_1174,BLDG_25574,Water Efficiency Upgrade,9800.0,5000.0,1.96,2.28,Critical,Low
REC_1175,BLDG_616,Solar Panel Installation,239200.0,15500.0,15.43,23.66,Low,Medium
REC_1176,BLDG_50723,Insulation Improvement,42800.0,8400.0,5.1,16.0,High,Medium
REC_1177,BLDG_25635,LED Lighting Retrofit,9600.0,4000.0,2.4,10.43,Critical,Low
REC_1178,BLDG_20425,Window Replacement,82000.0,4800.0,17.08,11.5,Low,Medium
REC_1179,BLDG_23107,LED Lighting Retrofit,22200.0,11500.0,1.93,8.11,Critical,Low
REC_1180,BLDG_50185,Solar Panel Installation,525000.0,36200.0,14.5,27.0,Low,Medium
REC_1181,BLDG_25540,Building Automation System,24900.0,16500.0,1.51,10.81,Critical,Medium
REC_1182,BLDG_19441,Building Automation System,25700.0,8300.0,3.1,14.47,Critical,Medium
REC_1183,BLDG_197,Window Replacement,242000.0,29700.0,8.15,12.07,High,Medium
REC_1184,BLDG_212,Solar Panel Installation,256000.0,16700.0,15.33,18.35,Low,Medium
REC_1185,BLDG_50082,Deep Energy Retrofit,214100.0,25500.0,8.4,47.54,High,High
REC_1186,BLDG_21663,Solar Panel Installation,94800.0,5100.0,18.59,16.3,Low,Medium
REC_1187,BLDG_21711,LED Lighting Retrofit,17300.0,6500.0,2.66,10.95,Critical,Low
REC_1188,BLDG_21300,Water Efficiency Upgrade,7700.0,3300.0,2.33,3.64,Critical,Low
REC_1189,BLDG_50523,Solar Panel Installation,525000.0,36200.0,14.5,16.15,Low,Medium
REC_1190,BLDG_515,Insulation Improvement,74100.0,3400.0,21.79,16.67,Low,Medium
REC_1191,BLDG_23816,LED Lighting Retrofit,107000.0,66600.0,1.61,10.95,Critical,Low
REC_1192,BLDG_24489,Insulation Improvement,22700.0,4200.0,5.4,15.7,Critical,Medium
REC_1193,BLDG_598,HVAC Upgrade,88700.0,21400.0,4.14,22.89,Critical,Medium
REC_1194,BLDG_564,Insulation Improvement,57500.0,10400.0,5.53,16.31,High,Medium
REC_1195,BLDG_50472,Building Automation System,27500.0,11800.0,2.33,12.87,Critical,Medium
REC_1196,BLDG_20182,Insulation Improvement,26500.0,2500.0,10.6,13.08,Medium,Medium
REC_1197,BLDG_49894,Solar Panel Installation,525000.0,36200.0,14.5,19.29,Low,Medium
REC_1198,BLDG_21569,LED Lighting Retrofit,17400.0,6900.0,2.52,11.05,Critical,Low
REC_1199,BLDG_26672,Building Automation System,21900.0,3500.0,6.26,13.81,High,Medium
REC_1200,BLDG_26593,Insulation Improvement,24000.0,2400.0,10.0,16.02,Medium,Medium
REC_1201,BLDG_22521,LED Lighting Retrofit,14800.0,5400.0,2.74,9.96,Critical,Low
REC_1202,BLDG_22446,LED Lighting Retrofit,10000.0,400.0,25.0,8.5,Low,Low
REC_1203,BLDG_24668,LED Lighting Retrofit,10200.0,4200.0,2.43,10.31,Critical,Low
REC_1204,BLDG_24607,LED Lighting Retrofit,12300.0,6600.0,1.86,9.96,Critical,Low
REC_1205,BLDG_21219,Solar Panel Installation,89200.0,4700.0,18.98,25.11,Low,Medium
REC_1206,BLDG_50740,Water Efficiency Upgrade,23500.0,11900.0,1.97,3.15,Critical,Low
REC_1207,BLDG_21836,Water Efficiency Upgrade,15000.0,9400.0,1.6,4.61,Critical,Low
REC_1208,BLDG_24883,Solar Panel Installation,78000.0,3800.0,20.53,17.4,Low,Medium
REC_1209,BLDG_33,Water Efficiency Upgrade,34900.0,28500.0,1.22,4.43,Critical,Low
REC_1210,BLDG_19773,LED Lighting Retrofit,9500.0,3200.0,2.97,9.73,Critical,Low
REC_1211,BLDG_22805,Building Automation System,22900.0,9200.0,2.49,10.79,Critical,Medium
REC_1212,BLDG_24164,LED Lighting Retrofit,14600.0,15000.0,0.97,9.15,Critical,Low
REC_1213,BLDG_50777,Building Automation System,21600.0,11800.0,1.83,15.88,Critical,Medium
REC_1214,BLDG_33289,Water Efficiency Upgrade,25500.0,6200.0,4.11,2.49,High,Low
REC_1215,BLDG_24406,HVAC Upgrade,65900.0,12700.0,5.19,22.52,High,Medium
REC_1216,BLDG_19680,Solar Panel Installation,214400.0,13700.0,15.65,17.23,Low,Medium
REC_1217,BLDG_25412,Water Efficiency Upgrade,21200.0,14100.0,1.5,3.0,Critical,Low
REC_1218,BLDG_26506,Deep Energy Retrofit,232700.0,48100.0,4.84,47.66,Critical,High
REC_1219,BLDG_25725,LED Lighting Retrofit,23700.0,10600.0,2.24,8.12,Critical,Low
REC_1220,BLDG_23905,LED Lighting Retrofit,12800.0,7100.0,1.8,10.54,Critical,Low
REC_1221,BLDG_50326,Water Efficiency Upgrade,10000.0,3700.0,2.7,2.98,Critical,Low
REC_1222,BLDG_25061,Water Efficiency Upgrade,24400.0,14900.0,1.64,4.32,Critical,Low
REC_1223,BLDG_21880,Solar Panel Installation,405000.0,27600.0,14.67,24.91,Low,Medium
REC_1224,BLDG_735,Insulation Improvement,47400.0,9300.0,5.1,12.95,High,Medium
REC_1225,BLDG_51990,LED Lighting Retrofit,31500.0,6500.0,4.85,8.72,High,Low
REC_1226,BLDG_27554,Insulation Improvement,32500.0,4600.0,7.07,13.65,High,Medium
REC_1227,BLDG_24134,Solar Panel Installation,65000.0,2900.0,22.41,18.19,Low,Medium
REC_1228,BLDG_27436,Water Efficiency Upgrade,11900.0,5100.0,2.33,3.13,Critical,Low
REC_1229,BLDG_24412,LED Lighting Retrofit,13700.0,2700.0,5.07,10.14,High,Low
REC_1230,BLDG_26166,Water Efficiency Upgrade,8900.0,4200.0,2.12,2.44,Critical,Low
REC_1231,BLDG_706,LED Lighting Retrofit,54500.0,24200.0,2.25,8.03,Critical,Low
REC_1232,BLDG_21783,Water Efficiency Upgrade,7800.0,1800.0,4.33,4.79,High,Low
REC_1233,BLDG_24473,LED Lighting Retrofit,13100.0,2600.0,5.04,9.6,High,Low
REC_1234,BLDG_23331,LED Lighting Retrofit,12400.0,1100.0,11.27,8.22,Medium,Low
REC_1235,BLDG_24769,Solar Panel Installation,351000.0,23600.0,14.87,25.16,Low,Medium
REC_1236,BLDG_26076,Building Automation System,17000.0,8200.0,2.07,14.82,Critical,Medium
REC_1237,BLDG_284,Deep Energy Retrofit,298400.0,57800.0,5.16,32.29,Critical,High
REC_1238,BLDG_25186,LED Lighting Retrofit,13000.0,3800.0,3.42,10.28,Critical,Low
REC_1239,BLDG_22934,Water Efficiency Upgrade,8400.0,2900.0,2.9,3.43,Critical,Low
REC_1240,BLDG_26681,LED Lighting Retrofit,18900.0,2100.0,9.0,10.86,Medium,Low
REC_1241,BLDG_23287,Solar Panel Installation,525000.0,36200.0,14.5,16.78,Low,Medium
REC_1242,BLDG_23196,LED Lighting Retrofit,12800.0,3700.0,3.46,9.63,Critical,Low
REC_1243,BLDG_214,LED Lighting Retrofit,43700.0,37000.0,1.18,10.47,Critical,Low
REC_1244,BLDG_41070,Water Efficiency Upgrade,10400.0,5400.0,1.93,2.3,Critical,Low
REC_1245,BLDG_20437,Solar Panel Installation,309000.0,20600.0,15.0,20.85,Low,Medium
REC_1246,BLDG_21893,HVAC Upgrade,60800.0,14600.0,4.16,23.88,Critical,Medium
REC_1247,BLDG_322,Deep Energy Retrofit,483100.0,148400.0,3.26,34.71,Critical,High
REC_1248,BLDG_50492,Water Efficiency Upgrade,9600.0,4300.0,2.23,3.8,Critical,Low
REC_1249,BLDG_23768,Water Efficiency Upgrade,9700.0,1800.0,5.39,3.3,High,Low
REC_1250,BLDG_21502,Water Efficiency Upgrade,13800.0,8500.0,1.62,2.86,Critical,Low
REC_1251,BLDG_19695,Building Automation System,22200.0,9200.0,2.41,10.34,Critical,Medium
REC_1252,BLDG_625,Solar Panel Installation,197000.0,12500.0,15.76,19.71,Low,Medium
REC_1253,BLDG_775,Solar Panel Installation,525000.0,36200.0,14.5,21.11,Low,Medium
REC_1254,BLDG_352,Water Efficiency Upgrade,37600.0,12300.0,3.06,4.39,Critical,Low
REC_1255,BLDG_25435,Insulation Improvement,70700.0,12400.0,5.7,15.74,High,Medium
REC_1256,BLDG_27693,Building Automation System,21700.0,8100.0,2.68,13.54,Critical,Medium
REC_1257,BLDG_19456,Solar Panel Installation,141000.0,8400.0,16.79,18.66,Low,Medium
REC_1258,BLDG_19774,LED Lighting Retrofit,16500.0,6500.0,2.54,10.19,Critical,Low
REC_1259,BLDG_23231,Building Automation System,16000.0,4000.0,4.0,12.53,High,Medium
REC_1260,BLDG_46427,Building Automation System,44900.0,20800.0,2.16,12.03,Critical,Medium
REC_1261,BLDG_22138,Insulation Improvement,23400.0,3100.0,7.55,17.4,High,Medium
REC_1262,BLDG_23240,LED Lighting Retrofit,10700.0,6000.0,1.78,10.17,Critical,Low
REC_1263,BLDG_50671,Solar Panel Installation,250800.0,16400.0,15.29,26.94,Low,Medium
REC_1264,BLDG_50050,Water Efficiency Upgrade,19600.0,10900.0,1.8,4.67,Critical,Low
REC_1265,BLDG_23367,LED Lighting Retrofit,23200.0,13900.0,1.67,10.84,Critical,Low
REC_1266,BLDG_50065,LED Lighting Retrofit,29100.0,56500.0,0.52,10.9,Critical,Low
REC_1267,BLDG_24631,Window Replacement,56600.0,3900.0,14.51,12.86,Low,Medium
REC_1268,BLDG_570,LED Lighting Retrofit,26900.0,25900.0,1.04,11.14,Critical,Low
REC_1269,BLDG_19757,Water Efficiency Upgrade,14200.0,6600.0,2.15,4.87,Critical,Low
REC_1270,BLDG_24160,Deep Energy Retrofit,342700.0,54300.0,6.31,32.23,High,High
REC_1271,BLDG_23307,LED Lighting Retrofit,19000.0,3600.0,5.28,9.6,High,Low
REC_1272,BLDG_20543,HVAC Upgrade,47100.0,7300.0,6.45,21.71,High,Medium
REC_1273,BLDG_23181,Water Efficiency Upgrade,8000.0,3000.0,2.67,3.95,Critical,Low
REC_1274,BLDG_29550,Solar Panel Installation,382600.0,25900.0,14.77,25.09,Low,Medium
REC_1275,BLDG_24673,LED Lighting Retrofit,11300.0,8600.0,1.31,10.96,Critical,Low
REC_1276,BLDG_50634,Solar Panel Installation,214000.0,13700.0,15.62,23.45,Low,Medium
REC_1277,BLDG_50067,LED Lighting Retrofit,13000.0,8700.0,1.49,11.87,Critical,Low
REC_1278,BLDG_49698,Solar Panel Installation,257800.0,16900.0,15.25,22.14,Low,Medium
REC_1279,BLDG_22238,Water Efficiency Upgrade,9700.0,4200.0,2.31,3.16,Critical,Low
REC_1280,BLDG_290,Solar Panel Installation,246400.0,16100.0,15.3,26.24,Low,Medium
REC_1281,BLDG_21937,Water Efficiency Upgrade,16200.0,9900.0,1.64,3.22,Critical,Low
REC_1282,BLDG_24861,Solar Panel Installation,65000.0,2900.0,22.41,27.04,Low,Medium
REC_1283,BLDG_580,Solar Panel Installation,230400.0,14900.0,15.46,23.1,Low,Medium
REC_1284,BLDG_25784,Solar Panel Installation,65000.0,2900.0,22.41,18.76,Low,Medium
REC_1285,BLDG_50378,Solar Panel Installation,525000.0,36200.0,14.5,18.36,Low,Medium
REC_1286,BLDG_21729,HVAC Upgrade,67800.0,15700.0,4.32,20.64,Critical,Medium
REC_1287,BLDG_23774,LED Lighting Retrofit,63800.0,40600.0,1.57,10.74,Critical,Low
REC_1288,BLDG_26737,Building Automation System,34400.0,9000.0,3.82,15.24,Critical,Medium
REC_1289,BLDG_25547,Building Automation System,23900.0,14700.0,1.63,10.67,Critical,Medium
REC_1290,BLDG_26359,Solar Panel Installation,65000.0,2900.0,22.41,15.17,Low,Medium
REC_1291,BLDG_357,Solar Panel Installation,525000.0,36200.0,14.5,19.42,Low,Medium
REC_1292,BLDG_618,LED Lighting Retrofit,23600.0,19600.0,1.2,11.08,Critical,Low
REC_1293,BLDG_27679,Solar Panel Installation,72800.0,3500.0,20.8,17.5,Low,Medium
REC_1294,BLDG_51966,Building Automation System,45300.0,17500.0,2.59,15.71,Critical,Medium
REC_1295,BLDG_25056,Water Efficiency Upgrade,11400.0,5100.0,2.24,2.56,Critical,Low
REC_1296,BLDG_25895,LED Lighting Retrofit,9000.0,3900.0,2.31,9.89,Critical,Low
REC_1297,BLDG_50163,HVAC Upgrade,57800.0,11200.0,5.16,25.91,High,Medium
REC_1298,BLDG_25447,LED Lighting Retrofit,36500.0,17500.0,2.09,10.91,Critical,Low
REC_1299,BLDG_20056,Solar Panel Installation,453400.0,31100.0,14.58,26.5,Low,Medium
REC_1300,BLDG_27691,Building Automation System,20400.0,6500.0,3.14,15.49,Critical,Medium
REC_1301,BLDG_52029,LED Lighting Retrofit,17500.0,2600.0,6.73,10.72,High,Low
REC_1302,BLDG_50237,LED Lighting Retrofit,70400.0,38200.0,1.84,9.86,Critical,Low
REC_1303,BLDG_23605,Solar Panel Installation,99800.0,5400.0,18.48,21.8,Low,Medium
REC_1304,BLDG_25338,Water Efficiency Upgrade,11600.0,5400.0,2.15,4.11,Critical,Low
REC_1305,BLDG_24746,Solar Panel Installation,110400.0,6200.0,17.81,20.97,Low,Medium
REC_1306,BLDG_23956,Deep Energy Retrofit,160500.0,26400.0,6.08,38.2,High,High
REC_1307,BLDG_21313,HVAC Upgrade,123800.0,28300.0,4.37,19.08,Critical,Medium
REC_1308,BLDG_24458,Deep Energy Retrofit,286100.0,60100.0,4.76,45.81,Critical,High
REC_1309,BLDG_558,LED Lighting Retrofit,19400.0,48200.0,0.4,9.42,Critical,Low
REC_1310,BLDG_20296,LED Lighting Retrofit,9900.0,3800.0,2.61,11.84,Critical,Low
REC_1311,BLDG_21964,LED Lighting Retrofit,9100.0,1500.0,6.07,9.8,High,Low
REC_1312,BLDG_590,Solar Panel Installation,164800.0,10100.0,16.32,17.8,Low,Medium
REC_1313,BLDG_50078,Solar Panel Installation,225000.0,14500.0,15.52,24.15,Low,Medium
REC_1314,BLDG_612,Water Efficiency Upgrade,16600.0,4600.0,3.61,2.0,Critical,Low
REC_1315,BLDG_25006,Window Replacement,50400.0,3000.0,16.8,11.15,Low,Medium
REC_1316,BLDG_49850,LED Lighting Retrofit,20800.0,8000.0,2.6,8.8,Critical,Low
REC_1317,BLDG_49830,LED Lighting Retrofit,9600.0,4800.0,2.0,9.29,Critical,Low
REC_1318,BLDG_28039,Building Automation System,19000.0,6000.0,3.17,13.59,Critical,Medium
REC_1319,BLDG_140,Solar Panel Installation,113800.0,6400.0,17.78,19.0,Low,Medium
REC_1320,BLDG_50092,LED Lighting Retrofit,94000.0,118600.0,0.79,11.83,Critical,Low
REC_1321,BLDG_21501,LED Lighting Retrofit,22200.0,4500.0,4.93,8.68,High,Low
REC_1322,BLDG_25751,Solar Panel Installation,65000.0,2900.0,22.41,19.21,Low,Medium
REC_1323,BLDG_19519,Insulation Improvement,54800.0,7600.0,7.21,15.23,High,Medium
REC_1324,BLDG_27688,LED Lighting Retrofit,14200.0,5200.0,2.73,11.8,Critical,Low
REC_1325,BLDG_21530,Water Efficiency Upgrade,7800.0,1200.0,6.5,4.99,High,Low
REC_1326,BLDG_468,LED Lighting Retrofit,54700.0,17400.0,3.14,10.82,Critical,Low
REC_1327,BLDG_19794,Water Efficiency Upgrade,14200.0,8000.0,1.78,4.68,Critical,Low
REC_1328,BLDG_460,Solar Panel Installation,194800.0,12300.0,15.84,22.63,Low,Medium
REC_1329,BLDG_25028,LED Lighting Retrofit,10000.0,3900.0,2.56,10.63,Critical,Low
REC_1330,BLDG_51996,LED Lighting Retrofit,12400.0,7700.0,1.61,8.1,Critical,Low
REC_1331,BLDG_24272,Solar Panel Installation,107400.0,6000.0,17.9,18.72,Low,Medium
REC_1332,BLDG_21859,Building Automation System,32000.0,13000.0,2.46,12.91,Critical,Medium
REC_1333,BLDG_21290,LED Lighting Retrofit,27100.0,15600.0,1.74,8.06,Critical,Low
REC_1334,BLDG_27873,LED Lighting Retrofit,23900.0,20100.0,1.19,9.58,Critical,Low
REC_1335,BLDG_763,LED Lighting Retrofit,17300.0,13200.0,1.31,8.16,Critical,Low
REC_1336,BLDG_24426,Building Automation System,17200.0,9200.0,1.87,11.03,Critical,Medium
REC_1337,BLDG_21262,Window Replacement,67100.0,10600.0,6.33,9.22,High,Medium
REC_1338,BLDG_50086,Building Automation System,26900.0,20200.0,1.33,10.68,Critical,Medium
REC_1339,BLDG_21659,Deep Energy Retrofit,199400.0,27100.0,7.36,46.62,High,High
REC_1340,BLDG_23695,Water Efficiency Upgrade,8900.0,3300.0,2.7,2.2,Critical,Low
REC_1341,BLDG_43247,Solar Panel Installation,65000.0,2900.0,22.41,18.54,Low,Medium
REC_1342,BLDG_20846,Building Automation System,22300.0,5000.0,4.46,11.75,High,Medium
REC_1343,BLDG_239,LED Lighting Retrofit,19300.0,9900.0,1.95,11.23,Critical,Low
REC_1344,BLDG_49709,HVAC Upgrade,92700.0,197700.0,0.47,19.13,Critical,Medium
REC_1345,BLDG_21388,LED Lighting Retrofit,10700.0,5200.0,2.06,9.87,Critical,Low
REC_1346,BLDG_21548,Building Automation System,23000.0,4800.0,4.79,12.86,High,Medium
REC_1347,BLDG_26266,LED Lighting Retrofit,14800.0,8600.0,1.72,9.5,Critical,Low
REC_1348,BLDG_19887,Solar Panel Installation,297000.0,19700.0,15.08,19.49,Low,Medium
REC_1349,BLDG_23458,HVAC Upgrade,47100.0,2400.0,19.62,20.76,Low,Medium
REC_1350,BLDG_27198,Solar Panel Installation,274400.0,18100.0,15.16,19.21,Low,Medium
REC_1351,BLDG_20312,Solar Panel Installation,66200.0,3000.0,22.07,26.08,Low,Medium
REC_1352,BLDG_23502,Solar Panel Installation,66200.0,3000.0,22.07,19.01,Low,Medium
REC_1353,BLDG_400,Solar Panel Installation,525000.0,36200.0,14.5,15.18,Low,Medium
REC_1354,BLDG_26717,HVAC Upgrade,51300.0,20200.0,2.54,20.23,Critical,Medium
REC_1355,BLDG_25716,Solar Panel Installation,65000.0,2900.0,22.41,15.85,Low,Medium
REC_1356,BLDG_21627,LED Lighting Retrofit,20300.0,15600.0,1.3,8.94,Critical,Low
REC_1357,BLDG_25931,LED Lighting Retrofit,25100.0,13200.0,1.9,9.42,Critical,Low
REC_1358,BLDG_50310,Solar Panel Installation,209600.0,13400.0,15.64,15.03,Low,Medium
REC_1359,BLDG_25235,HVAC Upgrade,76400.0,11200.0,6.82,20.78,High,Medium
REC_1360,BLDG_50943,Solar Panel Installation,525000.0,36200.0,14.5,20.59,Low,Medium
REC_1361,BLDG_23517,Water Efficiency Upgrade,9100.0,4300.0,2.12,4.62,Critical,Low
REC_1362,BLDG_49827,Solar Panel Installation,65000.0,2900.0,22.41,25.55,Low,Medium
REC_1363,BLDG_20198,LED Lighting Retrofit,15300.0,8700.0,1.76,9.42,Critical,Low
REC_1364,BLDG_25761,Solar Panel Installation,200000.0,12700.0,15.75,18.59,Low,Medium
REC_1365,BLDG_353,Solar Panel Installation,525000.0,36200.0,14.5,20.32,Low,Medium
REC_1366,BLDG_24587,HVAC Upgrade,57600.0,12100.0,4.76,18.52,Critical,Medium
REC_1367,BLDG_49896,Water Efficiency Upgrade,12500.0,6900.0,1.81,3.98,Critical,Low
REC_1368,BLDG_20758,Building Automation System,19000.0,7400.0,2.57,11.04,Critical,Medium
REC_1369,BLDG_24029,Water Efficiency Upgrade,8100.0,2200.0,3.68,2.64,Critical,Low
REC_1370,BLDG_50664,Solar Panel Installation,95000.0,5100.0,18.63,19.1,Low,Medium
REC_1371,BLDG_20376,Insulation Improvement,46600.0,8600.0,5.42,13.16,High,Medium
REC_1372,BLDG_40,Water Efficiency Upgrade,18700.0,12500.0,1.5,3.76,Critical,Low
REC_1373,BLDG_27264,Building Automation System,18200.0,5700.0,3.19,10.74,Critical,Medium
REC_1374,BLDG_361,Water Efficiency Upgrade,24600.0,6200.0,3.97,4.76,Critical,Low
REC_1375,BLDG_21353,Window Replacement,148100.0,18800.0,7.88,11.94,High,Medium
REC_1376,BLDG_25632,Building Automation System,34000.0,16600.0,2.05,11.39,Critical,Medium
REC_1377,BLDG_21527,Water Efficiency Upgrade,8100.0,3300.0,2.45,4.07,Critical,Low
REC_1378,BLDG_26857,Building Automation System,29200.0,10100.0,2.89,15.05,Critical,Medium
REC_1379,BLDG_23319,HVAC Upgrade,126400.0,20400.0,6.2,25.51,High,Medium
REC_1380,BLDG_50182,Water Efficiency Upgrade,11700.0,5200.0,2.25,2.13,Critical,Low
REC_1381,BLDG_19536,Solar Panel Installation,76600.0,3700.0,20.7,25.98,Low,Medium
REC_1382,BLDG_24846,HVAC Upgrade,44100.0,7300.0,6.04,23.86,High,Medium
