building_id,building_name,building_type,location_city,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,data_source,building_age,sustainability_score_band,building_performance_risk_score,building_performance_risk_category,lifecycle_cost_estimate,lifecycle_cost_per_sqft
BLDG_20252,ESCOLIER APARTMENTS,Residential,Seattle,4C (Marine),1962,31075.0,5,Residential,0.92,Brick,Masonry,0.16,High,District Heating,Smart LED,True,263.1,False,Silver,Seattle Open Data (2020),62,Moderate,1,Low Risk,9789500.0,315.03
BLDG_24091,TERRENO 6th AVE,Mixed Use,Seattle,4C (Marine),1960,45842.0,1,Mixed Use,0.84,Timber,Window Wall,0.31,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),64,Low,9,High Risk,20525100.0,447.74
BLDG_19967,QUEEN ANNE GYM (SPS-DISTRICT),Educational,Seattle,4C (Marine),2001,35805.0,1,Educational,0.86,Steel,Window Wall,0.45,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),23,High,1,Low Risk,12390800.0,346.06
BLDG_27059,700 BROADWAY APARTMENTS,Residential,Seattle,4C (Marine),2003,88426.0,4,Residential,0.95,Glass-heavy facade,Curtain Wall,0.72,Medium,Standard HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020),21,Moderate,4,Medium Risk,32257800.0,364.8
BLDG_25223,ALKI SANDS APT,Residential,Seattle,4C (Marine),1963,20790.0,4,Residential,0.92,Steel,Curtain Wall,0.34,High,Heat Pump,Smart LED,True,219.9,False,Gold,Seattle Open Data (2020),61,High,2,Low Risk,6886800.0,331.26
BLDG_21826,ELDORADO IV CONDOMINIUM,Residential,Seattle,4C (Marine),1970,29222.0,4,Residential,0.88,Composite,Insulated Panels,0.28,Medium,District Heating,LED,False,0.0,False,Certified,Seattle Open Data (2020),54,Moderate,5,Medium Risk,9925300.0,339.65
BLDG_24230,MONTRIDGE ARMS,Residential,Seattle,4C (Marine),1968,35448.0,3,Residential,0.91,Glass-heavy facade,Curtain Wall,0.76,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),56,Moderate,2,Low Risk,12375400.0,349.11
BLDG_23846,DIAMOND BUILDING,Office,Seattle,4C (Marine),1979,34030.0,3,Office,0.85,Glass-heavy facade,Curtain Wall,0.85,Low,Standard HVAC,LED,True,120.2,False,None,Seattle Open Data (2020),45,Low,6,Medium Risk,14359800.0,421.97
BLDG_19826,ASHBURY CONDOMINIUM,Residential,Seattle,4C (Marine),1999,39966.0,4,Residential,0.9,Steel,Curtain Wall,0.4,Medium,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),25,Moderate,2,Low Risk,13160400.0,329.29
BLDG_23735,INTERBAY URBAN CENTER SHOPS,Retail,Seattle,4C (Marine),2008,21301.0,1,Retail,0.85,Timber,Curtain Wall,0.48,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),16,Low,5,Medium Risk,8242100.0,386.93
BLDG_25652,WEST BEACH CONDOMINIUM,Residential,Seattle,4C (Marine),1967,115819.0,3,Residential,0.91,Concrete,Rain Screen,0.37,Medium,District Heating,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),57,Moderate,3,Low Risk,35859100.0,309.61
BLDG_19520,WOODLAND PARK METHODIST CHURCH,Mixed Use,Seattle,4C (Marine),1922,21022.0,2,Mixed Use,0.9,Timber,Window Wall,0.54,Medium,District Heating,Smart LED,True,406.7,False,Platinum,Seattle Open Data (2020),102,High,1,Low Risk,10119200.0,481.36
BLDG_19831,ATLANTIC PLACE CONDOMINIUM,Residential,Seattle,4C (Marine),1980,59600.0,4,Residential,0.94,Steel,Window Wall,0.51,Medium,Heat Pump,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),44,Moderate,6,Medium Risk,23412100.0,392.82
BLDG_20120,SEATTLE HOUSING AUTHORITY,Residential,Seattle,4C (Marine),1986,39816.0,3,Residential,0.95,Composite,Insulated Panels,0.26,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),38,Low,5,Medium Risk,12951300.0,325.28
BLDG_25433,UNIVERSITY PARK APTS,Residential,Seattle,4C (Marine),1978,31900.0,4,Residential,0.95,Timber,Masonry,0.36,High,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),46,Moderate,4,Medium Risk,10734200.0,336.5
BLDG_20372,HOTEL ANDRA,Hospitality,Seattle,4C (Marine),1925,104000.0,9,Hospitality,0.88,Steel,Masonry,0.32,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),99,High,3,Low Risk,54304600.0,522.16
BLDG_50130,744 N 34TH ST,Office,Seattle,4C (Marine),2017,202081.0,5,Office,0.93,Steel,Insulated Panels,0.41,High,Mixed System,LED,True,180.1,False,None,Seattle Open Data (2020),7,Moderate,2,Low Risk,73099900.0,361.74
BLDG_25758,WEST QUEEN ANNE ON 5TH CONDO,Residential,Seattle,4C (Marine),1920,57212.0,4,Residential,0.92,Steel,Window Wall,0.27,Low,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020),104,Low,7,High Risk,20604900.0,360.15
BLDG_656,ARNOLD PAVILLION,Healthcare,Seattle,4C (Marine),2004,225982.0,11,Healthcare,0.91,Composite,Masonry,0.48,Low,Standard HVAC,Fluorescent,True,136.8,True,None,Seattle Open Data (2020),20,Low,5,Medium Risk,152243800.0,673.7
BLDG_24795,SAHALI CONDOMINIUM,Residential,Seattle,4C (Marine),1967,51568.0,6,Residential,0.85,Composite,Masonry,0.32,Medium,Heat Pump,Smart LED,True,95.4,False,Silver,Seattle Open Data (2020),57,Moderate,1,Low Risk,16957700.0,328.84
BLDG_49870,STREAM BELMONT APTS,Residential,Seattle,4C (Marine),2014,55113.0,6,Residential,0.89,Brick,Masonry,0.27,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),10,High,1,Low Risk,17566000.0,318.73
BLDG_20297,COLLEGE PLACE APARTMENTS,Residential,Seattle,4C (Marine),1970,71827.0,9,Residential,0.93,Composite,Rain Screen,0.46,High,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020),54,Moderate,2,Low Risk,24280000.0,338.03
BLDG_24432,RAMAYANA APTS,Residential,Seattle,4C (Marine),1965,39226.0,5,Residential,0.97,Brick,Masonry,0.25,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),59,Moderate,4,Medium Risk,13869100.0,353.57
BLDG_19748,OLYMPUS APTS,Residential,Seattle,4C (Marine),2001,590869.0,16,Residential,0.9,Steel,Masonry,0.46,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),23,Moderate,2,Low Risk,190032700.0,321.62
BLDG_50633,BROADWAY ESTATES LLC,Residential,Seattle,4C (Marine),2014,82960.0,7,Residential,0.95,Brick,Masonry,0.28,High,District Heating,Smart LED,True,92.8,False,Silver,Seattle Open Data (2020),10,Moderate,0,Low Risk,25700100.0,309.79
BLDG_52001,Broadstone Strata Apartments,Residential,Seattle,4C (Marine),2023,290000.0,7,Residential,0.92,Glass-heavy facade,Curtain Wall,0.78,High,Heat Pump,Smart LED,True,410.1,False,Gold,Seattle Open Data (2020),1,High,0,Low Risk,96141800.0,331.52
BLDG_27258,MORNINGSIDE APTS & RETAIL,Residential,Seattle,4C (Marine),1994,50095.0,3,Residential,0.92,Steel,Rain Screen,0.38,High,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020),30,Moderate,2,Low Risk,15391800.0,307.25
BLDG_49717,COLUMBIA CITY STATION,Residential,Seattle,4C (Marine),2012,43210.0,4,Residential,0.87,Concrete,Rain Screen,0.28,High,Heat Pump,Smart LED,True,361.5,False,Silver,Seattle Open Data (2020),12,Moderate,1,Low Risk,13874100.0,321.09
BLDG_50030,ANGELINE APTS,Residential,Seattle,4C (Marine),2015,283479.0,6,Residential,0.87,Composite,Insulated Panels,0.33,Medium,District Heating,Fluorescent,True,189.4,False,Certified,Seattle Open Data (2020),9,Moderate,3,Low Risk,90103300.0,317.85
BLDG_26089,OLYMPIC VIEW APTS,Residential,Seattle,4C (Marine),1987,32962.0,3,Residential,0.9,Concrete,Rain Screen,0.4,High,District Heating,Smart LED,True,88.2,False,Silver,Seattle Open Data (2020),37,Moderate,0,Low Risk,9851900.0,298.89
BLDG_21340,TUSCANY APTS,Residential,Seattle,4C (Marine),1928,82776.0,5,Residential,0.91,Timber,Masonry,0.36,High,Heat Pump,LED,True,254.9,False,Silver,Seattle Open Data (2020),96,Moderate,3,Low Risk,35089400.0,423.91
BLDG_50660,Broadstone Lexington South,Residential,Seattle,4C (Marine),2017,390855.0,8,Residential,0.85,Glass-heavy facade,Curtain Wall,0.81,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),7,High,2,Low Risk,140181800.0,358.65
BLDG_19889,FLEMING APTS,Residential,Seattle,4C (Marine),1918,21284.0,3,Residential,0.87,Glass-heavy facade,Curtain Wall,0.71,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),106,High,3,Low Risk,7891500.0,370.77
BLDG_27047,VEER LOFTS,Residential,Seattle,4C (Marine),2008,103931.0,6,Residential,0.97,Timber,Insulated Panels,0.27,High,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),16,Moderate,3,Low Risk,31923300.0,307.16
BLDG_107,CITY PLACE IV (Ruby/Dawson),Office,Seattle,4C (Marine),2010,571329.0,12,Office,0.96,Steel,Curtain Wall,0.4,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),14,High,2,Low Risk,235987200.0,413.05
BLDG_21344,THE SUMMIT,Residential,Seattle,4C (Marine),2000,207022.0,13,Residential,0.8,Concrete,Masonry,0.5,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),24,Low,8,High Risk,74312200.0,358.96
BLDG_22323,THE LANDMARK,Residential,Seattle,4C (Marine),1993,40740.0,6,Residential,0.84,Concrete,Masonry,0.42,Medium,District Heating,Smart LED,True,178.7,False,Platinum,Seattle Open Data (2020),31,High,0,Low Risk,12962700.0,318.18
BLDG_20714,BANCROFT APTS,Residential,Seattle,4C (Marine),1907,24783.0,3,Residential,0.87,Glass-heavy facade,Curtain Wall,0.81,Low,District Heating,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),117,Low,9,High Risk,10481200.0,422.92
BLDG_23925,MCKINNEY MANOR APTS,Residential,Seattle,4C (Marine),1998,71597.0,6,Residential,0.92,Brick,Masonry,0.16,High,Heat Pump,Smart LED,True,407.5,False,Platinum,Seattle Open Data (2020),26,High,0,Low Risk,23159800.0,323.47
BLDG_50259,THE WHITTAKER (CAMPUS-Parent Property),Residential,Seattle,4C (Marine),2018,649605.0,7,Residential,0.89,Glass-heavy facade,Curtain Wall,0.8,Medium,Electric Resistance,LED,False,0.0,False,Gold,Seattle Open Data (2020),6,High,5,Medium Risk,224365500.0,345.39
BLDG_50175,ELEANOR APARTMENTS,Residential,Seattle,4C (Marine),2016,273568.0,6,Residential,0.86,Steel,Insulated Panels,0.44,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),8,High,1,Low Risk,86482400.0,316.13
BLDG_24630,OFFICE BUILDING,Office,Seattle,4C (Marine),2000,43473.0,3,Office,0.86,Brick,Masonry,0.22,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),24,Low,7,High Risk,18458100.0,424.59
BLDG_19654,1100 OLIVE BUILDING TARGETED GENETICS,Healthcare,Seattle,4C (Marine),1946,44588.0,2,Healthcare,0.87,Timber,Rain Screen,0.54,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),78,Low,9,High Risk,39301300.0,881.43
BLDG_49857,AMLI SOUTH LAKE UNION,Residential,Seattle,4C (Marine),2013,229742.0,7,Residential,0.93,Brick,Masonry,0.22,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),11,High,2,Low Risk,74038300.0,322.27
BLDG_27213,LOCKSHORE CONDOMINIUM,Residential,Seattle,4C (Marine),1965,28944.0,3,Residential,0.9,Glass-heavy facade,Curtain Wall,0.84,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),59,Moderate,2,Low Risk,10038400.0,346.82
BLDG_50171,DENNY 18 APARTMENTS,Residential,Seattle,4C (Marine),2016,30106.0,4,Residential,0.8,Timber,Window Wall,0.51,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),8,Moderate,1,Low Risk,9948600.0,330.45
BLDG_26773,Seattle Presbytery�Building,Mixed Use,Seattle,4C (Marine),1954,21624.0,1,Mixed Use,0.9,Timber,Rain Screen,0.46,Medium,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),70,Moderate,4,Medium Risk,10063200.0,465.37
BLDG_24344,2233 6TH AVE S BLDG,Mixed Use,Seattle,4C (Marine),1959,35400.0,1,Mixed Use,0.91,Brick,Masonry,0.3,Low,Standard HVAC,Incandescent,False,0.0,False,None,Seattle Open Data (2020),65,Low,10,Critical Risk,15200700.0,429.4
BLDG_24180,PACIFIC MEDICAL CENTER,Healthcare,Seattle,4C (Marine),1986,28385.0,2,Healthcare,0.98,Composite,Window Wall,0.36,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),38,Low,5,Medium Risk,17269900.0,608.42
BLDG_50503,MUIR APTS,Residential,Seattle,4C (Marine),2019,139651.0,7,Residential,0.93,Concrete,Insulated Panels,0.3,Medium,District Heating,Smart LED,True,340.8,False,Platinum,Seattle Open Data (2020),5,High,0,Low Risk,43040400.0,308.2
BLDG_50165,THE CENTRAL APARTMENTS,Residential,Seattle,4C (Marine),2016,104598.0,6,Residential,0.88,Timber,Curtain Wall,0.55,Medium,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020),8,High,1,Low Risk,34119000.0,326.19
BLDG_27304,PARC-BELLTOWN,Residential,Seattle,4C (Marine),2007,187139.0,13,Residential,0.94,Steel,Rain Screen,0.37,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),17,High,1,Low Risk,56974100.0,304.45
BLDG_27593,MERRILL COURT CONDOMINIUM,Residential,Seattle,4C (Marine),1985,47544.0,3,Residential,0.89,Timber,Insulated Panels,0.54,Medium,Heat Pump,Fluorescent,False,0.0,False,Certified,Seattle Open Data (2020),39,Moderate,6,Medium Risk,17063600.0,358.9
BLDG_25696,PORTAGE BAY APTS,Residential,Seattle,4C (Marine),1986,46689.0,6,Residential,0.91,Steel,Curtain Wall,0.5,High,Heat Pump,Smart LED,True,333.6,False,Gold,Seattle Open Data (2020),38,High,1,Low Risk,15888100.0,340.3
BLDG_608,MERRILL PLACE HAMBACH - SELLER BUILDING,Office,Seattle,4C (Marine),1913,192891.0,7,Office,0.92,Steel,Insulated Panels,0.52,High,District Heating,Smart LED,True,158.5,False,Platinum,Seattle Open Data (2020),111,High,1,Low Risk,79743600.0,413.41
BLDG_21578,GENESEE SCHOOL (SPS-DISTRICT)-demolished,Educational,Seattle,4C (Marine),1949,41221.0,1,Educational,0.91,Steel,Rain Screen,0.3,Medium,District Heating,Smart LED,True,180.1,True,Gold,Seattle Open Data (2020),75,High,2,Low Risk,16823000.0,408.12
BLDG_27189,DENNY TERRACE,Residential,Seattle,4C (Marine),1969,139127.0,10,Residential,0.92,Composite,Window Wall,0.51,Low,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020),55,Low,8,High Risk,45471500.0,326.83
BLDG_21703,CENTER WEST,Residential,Seattle,4C (Marine),1969,55604.0,9,Residential,0.81,Brick,Masonry,0.33,High,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),55,Moderate,6,Medium Risk,18436800.0,331.57
BLDG_23953,MAPLE COURT CONDOS,Residential,Seattle,4C (Marine),1999,29547.0,4,Residential,0.87,Timber,Insulated Panels,0.35,High,District Heating,Smart LED,True,245.1,False,Silver,Seattle Open Data (2020),25,Moderate,0,Low Risk,9770600.0,330.68
BLDG_24153,CASCADE VIEW APARTMENTS,Residential,Seattle,4C (Marine),1968,20278.0,4,Residential,0.92,Composite,Masonry,0.52,High,Standard HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020),56,Moderate,4,Medium Risk,6780700.0,334.39
BLDG_50935,Maris Apartments,Residential,Seattle,4C (Marine),2020,272811.0,7,Residential,0.81,Brick,Masonry,0.33,Medium,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020),4,Moderate,2,Low Risk,91368300.0,334.91
BLDG_26236,THE FOUNDRY,Mixed Use,Seattle,4C (Marine),1946,31360.0,2,Mixed Use,0.77,Brick,Masonry,0.2,Low,District Heating,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),78,Low,7,High Risk,13492600.0,430.25
BLDG_712,51 UNIVERSITY (SCHWABACHER BLDG.),Office,Seattle,4C (Marine),1918,117182.0,6,Office,0.86,Brick,Masonry,0.18,High,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),106,High,2,Low Risk,46457400.0,396.46
BLDG_24359,JEFFERSON BUILDING,Office,Seattle,4C (Marine),1984,72613.0,5,Office,0.95,Composite,Rain Screen,0.47,Medium,Mixed System,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),40,Moderate,2,Low Risk,26983700.0,371.61
BLDG_20330,CHARBONNEAU CONDOMINIUM,Residential,Seattle,4C (Marine),1989,140778.0,5,Residential,0.89,Concrete,Curtain Wall,0.49,High,Heat Pump,LED,True,295.8,False,Gold,Seattle Open Data (2020),35,High,1,Low Risk,44515100.0,316.21
BLDG_50535,UPTON FLATS AT HIGH POINT,Residential,Seattle,4C (Marine),2018,147082.0,4,Residential,0.85,Timber,Window Wall,0.42,High,Heat Pump,LED,True,138.4,False,Gold,Seattle Open Data (2020),6,High,0,Low Risk,46904700.0,318.9
BLDG_23518,SERANA CONDOMINIUMS,Residential,Seattle,4C (Marine),1999,34459.0,4,Residential,0.96,Composite,Insulated Panels,0.26,Medium,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),25,High,2,Low Risk,10875800.0,315.62
BLDG_20441,WEST SEATTLE ORCHARD,Residential,Seattle,4C (Marine),1960,23983.0,2,Residential,0.81,Brick,Masonry,0.34,High,Heat Pump,LED,True,350.0,False,Platinum,Seattle Open Data (2020),64,High,3,Low Risk,9215900.0,384.27
BLDG_27597,NORTHGATE ELEMENTARY SCHOOL (SPS-DISTRICT) - DEMOLISHED,Educational,Seattle,4C (Marine),1956,45174.0,1,Educational,0.94,Concrete,Window Wall,0.39,Low,Standard HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020),68,Moderate,8,High Risk,17642000.0,390.53
BLDG_23177,TANGLETOWN CONDOMINIUM,Residential,Seattle,4C (Marine),2000,37964.0,3,Residential,0.89,Steel,Curtain Wall,0.38,Low,Electric Resistance,Incandescent,False,0.0,False,None,Seattle Open Data (2020),24,Low,5,Medium Risk,11889200.0,313.17
BLDG_27007,SEATTLE COMMUNITY CHURCH,Mixed Use,Seattle,4C (Marine),1954,20039.0,2,Mixed Use,0.8,Glass-heavy facade,Curtain Wall,0.78,High,High Efficiency HVAC,LED,False,0.0,False,Gold,Seattle Open Data (2020),70,High,3,Low Risk,9123100.0,455.27
BLDG_50726,SUMMIT FLATS,Residential,Seattle,4C (Marine),2020,36551.0,7,Residential,0.91,Steel,Curtain Wall,0.49,High,High Efficiency HVAC,LED,False,0.0,False,Platinum,Seattle Open Data (2020),4,High,4,Medium Risk,14148100.0,387.08
BLDG_50493,VALLEY APTS,Residential,Seattle,4C (Marine),2019,60363.0,4,Residential,0.89,Concrete,Masonry,0.28,High,Heat Pump,Smart LED,False,0.0,False,None,Seattle Open Data (2020),5,Moderate,2,Low Risk,17623500.0,291.96
BLDG_25215,OAK RIDGE CONDOMINIUM,Residential,Seattle,4C (Marine),1987,31488.0,4,Residential,0.89,Concrete,Insulated Panels,0.37,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),37,High,1,Low Risk,9848800.0,312.78
BLDG_26025,WESTWATER,Residential,Seattle,4C (Marine),1989,71280.0,4,Residential,0.92,Concrete,Insulated Panels,0.27,Medium,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),35,Moderate,4,Medium Risk,21406800.0,300.32
BLDG_21102,SWIFTY PRINTING,Retail,Seattle,4C (Marine),1919,25920.0,2,Retail,0.9,Steel,Rain Screen,0.55,Low,High Efficiency HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020),105,Moderate,4,Medium Risk,6857100.0,264.55
BLDG_20871,OFFICES PRODUCTION NETWORK,Office,Seattle,4C (Marine),1900,20500.0,2,Office,0.93,Steel,Curtain Wall,0.42,High,Heat Pump,LED,True,243.1,True,Gold,Seattle Open Data (2020),124,High,1,Low Risk,7992000.0,389.85
BLDG_339,BRODERICK BUILDING,Office,Seattle,4C (Marine),1900,89550.0,7,Office,0.89,Brick,Masonry,0.28,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),124,High,2,Low Risk,34240400.0,382.36
BLDG_21104,CASTLE APTS,Residential,Seattle,4C (Marine),1918,32760.0,5,Residential,0.97,Steel,Curtain Wall,0.29,High,Heat Pump,LED,True,12.7,False,Gold,Seattle Open Data (2020),106,High,4,Medium Risk,12648800.0,386.11
BLDG_25992,2201 WESTLAKE ENSO CONDOMINIUMS,Office,Seattle,4C (Marine),2009,525049.0,19,Office,0.88,Steel,Rain Screen,0.45,High,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020),15,Moderate,3,Low Risk,203516400.0,387.61
BLDG_28874,CEDARVALE VILLAGE,Residential,Seattle,4C (Marine),1970,30984.0,2,Residential,0.94,Brick,Masonry,0.27,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),54,High,3,Low Risk,10014400.0,323.21
BLDG_20668,CARRARA CONDOMINIUM,Residential,Seattle,4C (Marine),1999,48150.0,6,Residential,0.94,Composite,Masonry,0.28,Medium,High Efficiency HVAC,Smart LED,True,206.4,False,Silver,Seattle Open Data (2020),25,Moderate,0,Low Risk,14446300.0,300.03
BLDG_24600,NAVOS PSYCHIATRIC HOSPITAL,Healthcare,Seattle,4C (Marine),1970,43615.0,1,Healthcare,0.89,Timber,Window Wall,0.31,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),54,Moderate,4,Medium Risk,32427200.0,743.49
BLDG_26052,LOS ANGELES COOPERATIVE APARTMENTS,Residential,Seattle,4C (Marine),1917,22160.0,3,Residential,0.86,Composite,Rain Screen,0.38,High,Heat Pump,Smart LED,True,337.9,False,Gold,Seattle Open Data (2020),107,High,2,Low Risk,8094700.0,365.28
BLDG_32429,FIRST AND UNION,Retail,Seattle,4C (Marine),1985,50147.0,13,Retail,0.95,Steel,Window Wall,0.5,High,High Efficiency HVAC,LED,False,0.0,False,Platinum,Seattle Open Data (2020),39,High,2,Low Risk,20309200.0,404.99
BLDG_23896,LONG PAINTING,Mixed Use,Seattle,4C (Marine),1990,29619.0,1,Mixed Use,0.94,Composite,Insulated Panels,0.31,Medium,High Efficiency HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020),34,Moderate,2,Low Risk,10975800.0,370.57
BLDG_25428,MAXWELL,Residential,Seattle,4C (Marine),2000,44520.0,5,Residential,0.89,Steel,Window Wall,0.35,High,Electric Resistance,LED,False,0.0,False,None,Seattle Open Data (2020),24,Moderate,3,Low Risk,12874300.0,289.18
BLDG_25175,SHEFFIELD APARTMENTS,Residential,Seattle,4C (Marine),1965,41396.0,4,Residential,0.95,Brick,Masonry,0.21,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),59,Moderate,8,High Risk,15069800.0,364.04
BLDG_20243,LA MIRADA APARTMENTS,Residential,Seattle,4C (Marine),1956,23742.0,4,Residential,0.93,Concrete,Insulated Panels,0.5,High,High Efficiency HVAC,LED,False,0.0,False,Platinum,Seattle Open Data (2020),68,High,2,Low Risk,7878700.0,331.85
BLDG_822,98 NORFOLK,Mixed Use,Seattle,4C (Marine),1978,60448.0,1,Mixed Use,0.88,Composite,Curtain Wall,0.52,High,District Heating,LED,False,0.0,False,Certified,Seattle Open Data (2020),46,Moderate,5,Medium Risk,26169100.0,432.92
BLDG_25462,OFFICE / MARINA,Office,Seattle,4C (Marine),1949,23355.0,3,Office,0.9,Glass-heavy facade,Curtain Wall,0.72,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),75,Moderate,5,Medium Risk,10266800.0,439.6
BLDG_23960,HONOLULU FREIGHT SERVICE,Mixed Use,Seattle,4C (Marine),1947,21349.0,1,Mixed Use,0.91,Brick,Masonry,0.31,Low,Mixed System,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),77,Low,6,Medium Risk,9463600.0,443.28
BLDG_23360,VIEW ON CALIFORNIA,Residential,Seattle,4C (Marine),1991,28645.0,4,Residential,0.87,Composite,Rain Screen,0.53,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),33,High,1,Low Risk,9200500.0,321.19
BLDG_23691,WESTWOOD CHRISTIAN COMMUNITY,Mixed Use,Seattle,4C (Marine),1963,23706.0,1,Mixed Use,0.91,Concrete,Masonry,0.36,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),61,Moderate,3,Low Risk,9325000.0,393.36
BLDG_441,THE EXECUTIVE INN - SEATTLE- DEMOLISHED/EXEMPT,Hospitality,Seattle,4C (Marine),1979,109017.0,5,Hospitality,0.95,Composite,Window Wall,0.4,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),45,Low,7,High Risk,54249200.0,497.62
BLDG_19780,JEEP DEALERSHIP,Mixed Use,Seattle,4C (Marine),1968,26737.0,1,Mixed Use,0.94,Steel,Curtain Wall,0.46,Low,Standard HVAC,Incandescent,False,0.0,False,None,Seattle Open Data (2020),56,Low,10,Critical Risk,12798500.0,478.68
BLDG_701,STAPLES BUILDING,Retail,Seattle,4C (Marine),1978,50660.0,1,Retail,0.98,Timber,Masonry,0.46,High,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),46,High,3,Low Risk,13111400.0,258.81
BLDG_27657,LEEANN APARTMENTS,Residential,Seattle,4C (Marine),2018,96933.0,1,Residential,0.93,Concrete,Curtain Wall,0.29,Medium,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),6,Moderate,2,Low Risk,29542200.0,304.77
BLDG_50243,ORIGIN APARTMENTS,Residential,Seattle,4C (Marine),2016,183212.0,7,Residential,0.97,Glass-heavy facade,Curtain Wall,0.72,Medium,High Efficiency HVAC,LED,True,61.4,False,Platinum,Seattle Open Data (2020),8,High,1,Low Risk,71185000.0,388.54
BLDG_21091,PLYM0UTH ON STEWART APTS,Residential,Seattle,4C (Marine),1909,55882.0,8,Residential,0.88,Concrete,Window Wall,0.26,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),115,Low,10,Critical Risk,24326000.0,435.31
BLDG_25574,KELLY ANNE APTS,Residential,Seattle,4C (Marine),1986,32331.0,3,Residential,0.95,Concrete,Insulated Panels,0.37,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),38,High,4,Medium Risk,11302500.0,349.59
