operation_id,building_id,reporting_year,annual_energy_use_kbtu,energy_use_intensity_kbtu_sqft,annual_electricity_cost,annual_water_cost,annual_maintenance_cost,annual_operating_cost,carbon_emissions_metric_tons,energy_star_score,peak_demand_kw,water_use_gallons,operating_cost_per_sqft,emissions_intensity,energy_efficiency_rating,energy_cost_per_sqft,emissions_per_sqft,high_energy_use_flag,high_emissions_flag,retrofit_needed_flag
OP_0995,BLDG_50340,2024,1389388.0,35.29999924,20700.0,18800.0,43800.0,83300.0,40.8,96,113.8,1253330.0,2.31,1.13,Excellent,0.58,0.0011,False,True,False
OP_0996,BLDG_24539,2024,870452.0,31.29999924,12200.0,8900.0,42200.0,63300.0,33.1,72,91.3,593330.0,2.31,1.21,Good,0.44,0.0012,False,False,False
OP_0997,BLDG_25327,2024,2252561.0,37.79999924,78800.0,35200.0,87000.0,201000.0,41.1,86,231.3,2346670.0,2.81,0.57,Excellent,1.1,0.0006,False,False,False
OP_0998,BLDG_23322,2024,1999746.0,21.5,57100.0,46300.0,129300.0,232700.0,19.8,95,295.0,3086670.0,2.5,0.21,Excellent,0.61,0.0002,False,False,False
OP_0999,BLDG_49793,2024,1068243.0,12.80000019,37400.0,22900.0,133300.0,193600.0,6.2,100,350.2,1526670.0,1.73,0.07,Excellent,0.33,0.0001,False,False,False
OP_1000,BLDG_693,2024,3084820.0,30.79999924,64000.0,21300.0,126100.0,211400.0,17.9,89,316.8,1420000.0,2.14,0.18,Excellent,0.65,0.0002,False,False,False
OP_1001,BLDG_26677,2024,1351175.0,25.89999962,18900.0,25500.0,74700.0,119100.0,32.8,97,164.9,1700000.0,2.28,0.93,Excellent,0.36,0.0006,False,False,False
OP_1002,BLDG_23892,2024,4133881.0,26.70000076,144700.0,76900.0,215500.0,437100.0,106.3,76,511.3,5126670.0,2.82,1.86,Good,0.93,0.0007,False,True,False
OP_1003,BLDG_20836,2024,1537098.0,37.40000153,53800.0,13900.0,90300.0,158000.0,8.9,81,200.9,926670.0,2.57,0.22,Excellent,0.87,0.0001,False,False,False
OP_1004,BLDG_23355,2024,688134.0,23.39999962,17000.0,13900.0,39400.0,70300.0,4.0,95,93.0,926670.0,2.39,0.14,Excellent,0.58,0.0001,False,False,False
OP_1005,BLDG_20415,2024,3627212.0,62.70000076,127000.0,6000.0,55500.0,188500.0,168.4,66,112.8,400000.0,5.63,5.03,Good,3.8,0.005,True,True,False
OP_1006,BLDG_19741,2024,2611798.0,56.40000153,91400.0,34800.0,107200.0,233400.0,41.3,47,272.5,2320000.0,3.0,0.53,Fair,1.17,0.0005,True,False,True
OP_1007,BLDG_21149,2024,762162.0,36.70000076,19600.0,4400.0,28500.0,52500.0,18.2,95,77.6,293330.0,2.14,0.88,Excellent,0.8,0.0007,False,False,False
OP_1008,BLDG_49874,2024,1958196.0,30.79999924,68500.0,39600.0,119400.0,227500.0,42.6,97,294.0,2640000.0,2.44,0.67,Excellent,0.74,0.0005,False,False,False
OP_1009,BLDG_25978,2024,783784.0,29.10000038,27400.0,12600.0,36200.0,76200.0,10.0,80,88.0,840000.0,2.83,0.46,Excellent,1.02,0.0004,False,False,False
OP_1010,BLDG_24893,2024,1447190.0,68.30000305,50700.0,3300.0,27000.0,81000.0,29.3,38,75.6,220000.0,3.82,1.38,Poor,2.39,0.0014,False,False,True
OP_1011,BLDG_50676,2024,2960968.0,34.0,93700.0,79700.0,182000.0,355400.0,18.4,91,499.7,5313330.0,2.27,0.16,Excellent,0.6,0.0001,False,False,False
OP_1012,BLDG_19932,2024,2089643.0,33.40000153,73100.0,29800.0,113000.0,215900.0,50.0,70,209.3,1986670.0,3.45,0.8,Good,1.17,0.0008,False,False,False
OP_1013,BLDG_49770,2024,262249008.0,162.3999939,9178700.0,1213700.0,2800600.0,13193000.0,10301.7,83,5658.4,80913330.0,7.58,6.38,Excellent,5.28,0.0059,True,True,False
OP_1014,BLDG_21096,2024,6278563.0,42.40000153,219700.0,76600.0,249800.0,546100.0,287.9,95,469.7,5106670.0,3.68,1.94,Excellent,1.48,0.0019,False,True,False
OP_1015,BLDG_216,2024,7992422.0,42.20000076,279700.0,39600.0,305800.0,625100.0,291.3,77,606.5,2640000.0,3.39,1.58,Good,1.52,0.0016,False,False,False
OP_1016,BLDG_23928,2024,2051216.0,67.30000305,71800.0,7100.0,42900.0,121800.0,22.8,53,108.5,473330.0,3.88,0.73,Fair,2.29,0.0007,True,False,True
OP_1017,BLDG_27707,2024,660735.0,26.29999924,9300.0,15500.0,40100.0,64900.0,3.8,85,92.2,1033330.0,2.28,0.15,Excellent,0.33,0.0001,False,False,False
OP_1018,BLDG_20807,2024,962451.0,30.39999962,33700.0,15700.0,55000.0,104400.0,5.6,57,108.8,1046670.0,3.3,0.18,Fair,1.06,0.0002,False,False,True
OP_1019,BLDG_50640,2024,11660525.0,46.29999924,408100.0,74100.0,366500.0,848700.0,168.9,88,942.5,4940000.0,2.9,0.87,Excellent,1.39,0.0006,False,False,False
OP_1020,BLDG_24162,2024,2161336.0,25.20000076,75600.0,38800.0,114300.0,228700.0,12.5,85,277.5,2586670.0,2.67,0.15,Excellent,0.88,0.0001,False,False,False
OP_1021,BLDG_27039,2024,883861.0,29.60000038,30900.0,18500.0,50500.0,99900.0,5.1,75,117.9,1233330.0,2.8,0.14,Good,0.87,0.0001,False,False,False
OP_1022,BLDG_21722,2024,582877.0,29.10000038,20400.0,9400.0,31700.0,61500.0,3.4,86,64.7,626670.0,3.07,0.17,Excellent,1.02,0.0002,False,False,False
OP_1023,BLDG_24764,2024,4062968.0,38.20000076,142200.0,62300.0,195800.0,400300.0,29.9,74,421.8,4153330.0,3.15,0.24,Good,1.12,0.0002,False,False,False
OP_1024,BLDG_22230,2024,9966661.0,352.7999878,348800.0,4500.0,49300.0,402600.0,284.3,56,100.5,300000.0,13.78,9.73,Fair,11.94,0.0097,True,True,True
OP_1025,BLDG_28019,2024,1827837.0,57.5,64000.0,10000.0,58100.0,132100.0,80.1,17,118.1,666670.0,4.15,2.52,Poor,2.01,0.0025,False,True,True
OP_1026,BLDG_50034,2024,6799088.0,35.20000076,238000.0,122500.0,282200.0,642700.0,192.4,97,798.2,8166670.0,2.54,1.15,Excellent,0.94,0.0008,False,True,False
OP_1027,BLDG_50733,2024,1326548.0,34.20000076,46400.0,17500.0,45400.0,109300.0,36.9,100,121.5,1166670.0,2.82,0.95,Excellent,1.2,0.001,False,False,False
OP_1028,BLDG_23641,2024,3983706.0,49.29999924,139400.0,49800.0,168900.0,358100.0,23.1,11,364.7,3320000.0,3.69,0.28,Poor,1.43,0.0002,True,False,True
OP_1029,BLDG_20279,2024,164391.0,5.900000095,5800.0,15800.0,52500.0,74100.0,1.0,100,108.9,1053330.0,2.13,0.03,Excellent,0.17,0.0,False,False,False
OP_1030,BLDG_709,2024,8009406.0,41.90000153,280300.0,43700.0,296700.0,620700.0,46.5,66,630.8,2913330.0,3.32,0.25,Good,1.5,0.0002,False,False,False
OP_1031,BLDG_20011,2024,1329615.0,56.5,46500.0,12300.0,31900.0,90700.0,18.2,64,79.7,820000.0,3.85,0.77,Good,1.98,0.0008,True,False,False
OP_1032,BLDG_24181,2024,1442377.0,29.5,50500.0,24100.0,85200.0,159800.0,8.4,87,207.0,1606670.0,2.49,0.17,Excellent,0.79,0.0001,False,False,False
OP_1033,BLDG_21762,2024,87664.0,3.5,1200.0,16600.0,41200.0,59000.0,0.5,100,98.7,1106670.0,1.87,0.02,Excellent,0.04,0.0,False,False,False
OP_1034,BLDG_21688,2024,1055162.0,38.5,36900.0,9400.0,44700.0,91000.0,35.8,100,86.0,626670.0,3.32,1.31,Excellent,1.34,0.0013,False,False,False
OP_1035,BLDG_21550,2024,2138377.0,46.59999847,64400.0,10000.0,73700.0,148100.0,79.0,80,150.1,666670.0,3.23,1.72,Excellent,1.4,0.0017,False,True,False
OP_1036,BLDG_23952,2024,1302343.0,35.59999847,45600.0,12400.0,62400.0,120400.0,54.1,62,124.2,826670.0,3.29,1.48,Good,1.25,0.0015,False,False,False
OP_1037,BLDG_20307,2024,2119851.0,30.5,29700.0,35400.0,89200.0,154300.0,18.0,99,218.1,2360000.0,2.22,0.69,Excellent,0.43,0.0003,False,False,False
OP_1038,BLDG_27829,2024,780716.0,36.79999924,10900.0,4800.0,37000.0,52700.0,4.5,68,71.3,320000.0,2.48,0.21,Good,0.51,0.0002,False,False,False
OP_1039,BLDG_19550,2024,2889350.0,42.90000153,101100.0,63300.0,205100.0,369500.0,70.7,99,466.3,4220000.0,2.49,0.8,Excellent,0.68,0.0005,False,False,False
OP_1040,BLDG_20242,2024,718412.0,34.90000153,25100.0,12000.0,35600.0,72700.0,4.2,93,65.5,800000.0,3.53,0.2,Excellent,1.22,0.0002,False,False,False
OP_1041,BLDG_24219,2024,456005.0,11.5,6400.0,10400.0,64200.0,81000.0,11.6,90,126.9,693330.0,2.05,0.29,Excellent,0.16,0.0003,False,False,False
OP_1042,BLDG_23484,2024,1199720.0,34.59999847,42000.0,18700.0,66500.0,127200.0,7.0,56,123.2,1246670.0,3.55,0.19,Fair,1.17,0.0002,False,False,True
OP_1043,BLDG_24589,2024,684139.0,33.5,23900.0,6700.0,34500.0,65100.0,26.6,65,68.9,446670.0,3.19,1.3,Good,1.17,0.0013,False,False,False
OP_1044,BLDG_49780,2024,41680640.0,694.7000122,1458800.0,22000.0,131700.0,1612500.0,241.7,100,257.5,1466670.0,19.63,5.14,Excellent,17.76,0.0029,True,True,False
OP_1045,BLDG_864,2024,794729.0,9.899999619,27800.0,23200.0,110300.0,161300.0,21.5,96,254.1,1546670.0,2.01,0.27,Excellent,0.35,0.0003,False,False,False
OP_1046,BLDG_50479,2024,356476.0,16.0,12500.0,3300.0,27100.0,42900.0,2.1,95,76.6,220000.0,1.78,0.09,Excellent,0.52,0.0001,False,False,False
OP_1047,BLDG_24906,2024,2065134.0,25.60000038,72300.0,46100.0,147700.0,266100.0,12.0,99,345.4,3073330.0,2.42,0.15,Excellent,0.66,0.0001,False,False,False
OP_1048,BLDG_719,2024,1203240.0,10.89999962,16800.0,35700.0,169800.0,222300.0,33.2,92,352.8,2380000.0,2.01,0.3,Excellent,0.15,0.0003,False,False,False
OP_1049,BLDG_20224,2024,1881361.0,37.40000153,65800.0,26700.0,72700.0,165200.0,10.9,48,175.7,1780000.0,3.29,0.22,Fair,1.31,0.0002,False,False,True
OP_1050,BLDG_22418,2024,616130.0,24.70000076,21600.0,11400.0,40400.0,73400.0,3.6,98,78.5,760000.0,2.94,0.14,Excellent,0.87,0.0001,False,False,False
OP_1051,BLDG_25842,2024,243928.0,9.800000191,8500.0,7000.0,40000.0,55500.0,5.2,78,82.2,466670.0,2.22,0.21,Good,0.34,0.0002,False,False,False
OP_1052,BLDG_27298,2024,1172552.0,20.39999962,41000.0,26200.0,95500.0,162700.0,6.8,91,183.8,1746670.0,2.83,0.12,Excellent,0.71,0.0001,False,False,False
OP_1053,BLDG_121,2024,3675864.0,57.70000076,90500.0,22800.0,110100.0,223400.0,21.3,45,349.7,1520000.0,2.25,0.33,Fair,0.91,0.0002,False,False,True
OP_1054,BLDG_50915,2024,2370884.0,42.29999924,56000.0,24200.0,66500.0,146700.0,45.6,78,184.1,1613330.0,2.62,0.81,Good,1.0,0.0008,False,False,False
OP_1055,BLDG_24784,2024,788988.0,22.70000076,11000.0,21100.0,67300.0,99400.0,4.6,91,123.1,1406670.0,2.58,0.13,Excellent,0.29,0.0001,False,False,False
OP_1056,BLDG_27704,2024,1477672.0,44.79999924,51700.0,6700.0,47300.0,105700.0,59.3,77,108.6,446670.0,3.21,1.8,Good,1.57,0.0018,False,False,False
OP_1057,BLDG_50898,2024,4447250.0,32.5,155700.0,78000.0,200400.0,434100.0,102.8,100,517.6,5200000.0,2.63,0.75,Excellent,0.94,0.0006,False,False,False
OP_1058,BLDG_27131,2024,1139150.0,44.5,39900.0,7600.0,43100.0,90600.0,53.1,57,88.0,506670.0,3.54,2.07,Fair,1.56,0.0021,False,True,True
OP_1059,BLDG_25743,2024,698101.0,28.39999962,24400.0,6400.0,39300.0,70100.0,29.1,59,84.1,426670.0,2.85,1.18,Fair,0.99,0.0012,False,False,True
OP_1060,BLDG_24333,2024,496693.0,11.39999962,17400.0,13600.0,75700.0,106700.0,2.9,86,140.2,906670.0,2.46,0.07,Excellent,0.4,0.0001,False,False,False
OP_1061,BLDG_50652,2024,11088595.0,67.59999847,370600.0,31500.0,187400.0,589500.0,289.3,22,603.3,2100000.0,3.59,1.76,Poor,2.26,0.0018,True,False,True
OP_1062,BLDG_50677,2024,2870052.0,45.90000153,85900.0,49600.0,120600.0,256100.0,55.7,88,320.3,3306670.0,2.57,0.72,Excellent,0.86,0.0006,True,False,False
OP_1063,BLDG_23189,2024,740997.0,30.89999962,25900.0,19800.0,54800.0,100500.0,4.3,75,124.7,1320000.0,2.67,0.15,Good,0.69,0.0001,False,False,False
OP_1064,BLDG_19992,2024,744341.0,24.79999924,26100.0,12300.0,39600.0,78000.0,4.3,94,95.5,820000.0,2.59,0.14,Excellent,0.87,0.0001,False,False,False
OP_1065,BLDG_20644,2024,1447770.0,23.5,50700.0,35100.0,109200.0,195000.0,8.4,67,225.0,2340000.0,2.92,0.14,Good,0.76,0.0001,False,False,False
OP_1066,BLDG_22354,2024,1125673.0,26.0,32600.0,21800.0,72300.0,126700.0,6.5,81,141.5,1453330.0,2.92,0.15,Excellent,0.75,0.0002,False,False,False
OP_1067,BLDG_19453,2024,1718530.0,28.39999962,60100.0,36400.0,97500.0,194000.0,10.0,81,249.2,2426670.0,2.54,0.16,Excellent,0.79,0.0001,False,False,False
OP_1068,BLDG_20367,2024,2168209.0,30.39999962,30400.0,37600.0,100600.0,168600.0,84.6,84,227.8,2506670.0,2.4,1.21,Excellent,0.43,0.0012,False,True,False
OP_1069,BLDG_26898,2024,743938.0,20.5,26000.0,16200.0,55500.0,97700.0,4.3,94,115.3,1080000.0,2.69,0.12,Excellent,0.72,0.0001,False,False,False
OP_1070,BLDG_23975,2024,959206.0,42.09999847,33600.0,6500.0,32200.0,72300.0,30.4,61,77.7,433330.0,3.17,1.33,Good,1.47,0.0013,False,False,False
OP_1071,BLDG_23327,2024,3916864.0,34.40000153,137100.0,70700.0,174400.0,382200.0,22.7,50,448.0,4713330.0,2.97,0.2,Fair,1.07,0.0002,False,False,True
OP_1072,BLDG_23251,2024,519978.0,21.5,18200.0,11900.0,39900.0,70000.0,3.0,80,79.1,793330.0,2.89,0.12,Excellent,0.75,0.0001,False,False,False
OP_1073,BLDG_21860,2024,8008860.0,37.59999847,280300.0,166500.0,377300.0,824100.0,235.8,98,1016.0,11100000.0,2.55,1.11,Excellent,0.87,0.0007,False,True,False
OP_1074,BLDG_20252,2024,746187.0,25.29999924,10400.0,16000.0,52600.0,79000.0,4.3,98,97.8,1066670.0,2.54,0.14,Excellent,0.33,0.0001,False,False,False
OP_1075,BLDG_24091,2024,3674098.0,80.09999847,128600.0,13500.0,81700.0,223800.0,113.1,7,173.4,900000.0,4.88,2.47,Poor,2.81,0.0025,True,True,True
OP_1076,BLDG_19967,2024,940699.0,26.29999924,32900.0,6400.0,40200.0,79500.0,37.2,92,114.2,426670.0,2.22,1.04,Excellent,0.92,0.001,False,False,False
OP_1077,BLDG_27059,2024,2317474.0,40.79999924,81100.0,45300.0,109500.0,235900.0,35.5,69,296.2,3020000.0,2.67,0.63,Good,0.92,0.0004,False,False,False
OP_1078,BLDG_25223,2024,496470.0,23.89999962,7000.0,11200.0,31700.0,49900.0,2.9,91,66.5,746670.0,2.4,0.14,Excellent,0.34,0.0001,False,False,False
OP_1079,BLDG_21826,2024,697271.0,24.89999962,24400.0,15200.0,45300.0,84900.0,4.0,83,95.0,1013330.0,2.91,0.14,Excellent,0.83,0.0001,False,False,False
OP_1080,BLDG_24230,2024,839404.0,27.10000038,29400.0,16300.0,53900.0,99600.0,4.9,82,115.5,1086670.0,2.81,0.16,Excellent,0.83,0.0001,False,False,False
OP_1081,BLDG_23846,2024,1335938.0,67.30000305,28700.0,7600.0,61200.0,97500.0,12.6,32,122.8,506670.0,2.87,0.37,Poor,0.84,0.0004,True,False,True
OP_1082,BLDG_19826,2024,811234.0,20.29999924,28400.0,18500.0,53500.0,100400.0,4.7,81,130.5,1233330.0,2.51,0.12,Excellent,0.71,0.0001,False,False,False
OP_1083,BLDG_23735,2024,3184160.0,155.8999939,111400.0,3600.0,27200.0,142200.0,81.7,10,80.1,240000.0,6.68,3.83,Poor,5.23,0.0038,False,False,True
OP_1084,BLDG_25652,2024,3185962.0,27.5,111500.0,55200.0,174500.0,341200.0,55.8,59,396.0,3680000.0,2.95,0.48,Fair,0.96,0.0005,False,False,True
OP_1085,BLDG_19520,2024,872620.0,41.5,12200.0,6700.0,36300.0,55200.0,42.0,85,68.1,446670.0,2.63,2.0,Excellent,0.58,0.002,False,False,False
OP_1086,BLDG_19831,2024,1465094.0,24.60000038,51300.0,32300.0,87700.0,171300.0,8.5,57,204.6,2153330.0,2.87,0.14,Fair,0.86,0.0001,False,False,True
OP_1087,BLDG_20120,2024,1425776.0,35.5,49900.0,20700.0,63700.0,134300.0,8.3,31,143.9,1380000.0,3.37,0.21,Poor,1.25,0.0002,False,False,True
OP_1088,BLDG_25433,2024,855190.0,31.39999962,29900.0,17800.0,54900.0,102600.0,5.0,79,104.6,1186670.0,3.22,0.18,Good,0.94,0.0002,False,False,False
OP_1089,BLDG_20372,2024,8264594.0,70.90000153,289300.0,58700.0,175100.0,523100.0,331.9,90,333.2,3913330.0,5.03,3.19,Excellent,2.78,0.0032,False,True,False
OP_1090,BLDG_50130,2024,7792476.0,60.20000076,245700.0,47100.0,254300.0,547100.0,56.3,61,688.2,3140000.0,2.71,0.46,Good,1.22,0.0003,False,False,False
OP_1091,BLDG_25758,2024,1518945.0,32.09999847,53200.0,26900.0,85300.0,165400.0,8.8,48,200.0,1793330.0,2.89,0.15,Fair,0.93,0.0002,False,False,True
OP_1092,BLDG_656,2024,24084734.0,120.3000031,822400.0,154500.0,282700.0,1259600.0,991.2,30,818.4,10300000.0,5.57,4.39,Poor,3.64,0.0044,False,False,True
OP_1093,BLDG_24795,2024,1382959.0,26.79999924,34100.0,21900.0,84000.0,140000.0,19.5,87,166.3,1460000.0,2.71,0.38,Excellent,0.66,0.0004,False,False,False
OP_1094,BLDG_49870,2024,1387016.0,33.0,48500.0,25500.0,69700.0,143700.0,8.0,95,174.6,1700000.0,2.61,0.19,Excellent,0.88,0.0001,False,False,False
OP_1095,BLDG_20297,2024,1792827.0,33.5,62700.0,33200.0,122800.0,218700.0,10.4,89,230.6,2213330.0,3.04,0.19,Excellent,0.87,0.0001,False,False,False
OP_1096,BLDG_24432,2024,909474.0,23.20000076,31800.0,21000.0,67800.0,120600.0,5.3,96,124.0,1400000.0,3.07,0.14,Excellent,0.81,0.0001,False,False,False
OP_1097,BLDG_19748,2024,13383244.0,32.70000076,468400.0,312200.0,744100.0,1524700.0,288.2,97,1864.1,20813330.0,2.58,0.7,Excellent,0.79,0.0005,False,False,False
OP_1098,BLDG_50633,2024,2102824.0,34.0,59700.0,42800.0,93900.0,196400.0,30.8,99,260.6,2853330.0,2.37,0.5,Excellent,0.72,0.0004,False,False,False
OP_1099,BLDG_52001,2024,7717066.0,26.79999924,208600.0,136200.0,343400.0,688200.0,162.4,100,908.8,9080000.0,2.37,0.76,Excellent,0.72,0.0006,False,False,False
OP_1100,BLDG_27258,2024,981242.0,28.10000038,34300.0,26000.0,69600.0,129900.0,5.7,83,162.9,1733330.0,2.59,0.16,Excellent,0.68,0.0001,False,False,False
OP_1101,BLDG_49717,2024,1640993.0,31.5,23000.0,20000.0,51700.0,94700.0,41.6,88,139.0,1333330.0,2.19,1.2,Excellent,0.53,0.001,False,True,False
OP_1102,BLDG_50030,2024,13671475.0,81.59999847,450100.0,139600.0,314800.0,904500.0,579.9,61,965.4,9306670.0,3.19,2.94,Good,1.59,0.002,True,True,False
OP_1103,BLDG_26089,2024,731575.0,27.20000076,12400.0,15800.0,46000.0,74200.0,4.2,84,107.0,1053330.0,2.25,0.16,Excellent,0.38,0.0001,False,False,False
OP_1104,BLDG_21340,2024,2140564.0,36.0,36700.0,41400.0,136600.0,214700.0,12.4,89,265.8,2760000.0,2.59,0.21,Excellent,0.44,0.0001,False,False,False
OP_1105,BLDG_50660,2024,10339224.0,29.10000038,361900.0,163400.0,473400.0,998700.0,287.9,100,1224.9,10893330.0,2.56,0.95,Excellent,0.93,0.0007,False,False,False
OP_1106,BLDG_19889,2024,658525.0,30.89999962,23000.0,10100.0,36400.0,69500.0,16.6,98,67.0,673330.0,3.27,0.78,Excellent,1.08,0.0008,False,False,False
OP_1107,BLDG_27047,2024,2778937.0,33.79999924,97300.0,57300.0,115400.0,270000.0,16.1,84,337.3,3820000.0,2.6,0.16,Excellent,0.94,0.0002,False,False,False
OP_1108,BLDG_107,2024,27352684.0,47.90000153,957300.0,133100.0,706500.0,1796900.0,286.3,90,1830.3,8873330.0,3.15,0.5,Excellent,1.68,0.0005,False,False,False
OP_1109,BLDG_21344,2024,17013062.0,107.5999985,595500.0,90900.0,255400.0,941800.0,599.8,24,758.4,6060000.0,4.55,3.79,Poor,2.88,0.0029,True,True,True
OP_1110,BLDG_22323,2024,1007197.0,35.09999847,14100.0,17100.0,53200.0,84400.0,11.7,90,130.5,1140000.0,2.07,0.41,Excellent,0.35,0.0003,False,False,False
OP_1111,BLDG_20714,2024,1817886.0,73.40000153,63600.0,11800.0,42100.0,117500.0,86.0,39,88.2,786670.0,4.74,3.47,Poor,2.57,0.0035,True,True,True
OP_1112,BLDG_23925,2024,1524714.0,26.79999924,21300.0,32200.0,97800.0,151300.0,8.8,96,226.4,2146670.0,2.11,0.16,Excellent,0.3,0.0001,False,False,False
OP_1113,BLDG_50259,2024,24329802.0,57.20000076,851500.0,342900.0,812700.0,2007100.0,587.1,76,2144.4,22860000.0,3.09,1.38,Good,1.31,0.0009,True,True,False
OP_1114,BLDG_50175,2024,7369768.0,30.5,257900.0,125800.0,307200.0,690900.0,181.0,99,859.3,8386670.0,2.53,0.66,Excellent,0.94,0.0007,False,False,False
OP_1115,BLDG_24630,2024,3808921.0,87.59999847,133300.0,8700.0,49300.0,191300.0,22.1,12,162.9,580000.0,4.4,0.51,Poor,3.07,0.0005,True,False,True
OP_1116,BLDG_19654,2024,14329739.0,215.1999969,501500.0,31500.0,74400.0,607400.0,369.0,1,170.5,2100000.0,13.62,16.34,Poor,11.25,0.0083,True,True,True
OP_1117,BLDG_49857,2024,5972418.0,38.09999847,209000.0,123600.0,293200.0,625800.0,145.4,95,728.0,8240000.0,2.72,0.63,Excellent,0.91,0.0006,False,False,False
OP_1118,BLDG_27213,2024,830302.0,34.59999847,29100.0,14400.0,43200.0,86700.0,9.9,80,94.7,960000.0,3.0,0.34,Excellent,1.01,0.0003,False,False,False
OP_1119,BLDG_50171,2024,724235.0,32.5,25300.0,13200.0,37900.0,76400.0,4.2,81,98.3,880000.0,2.54,0.14,Excellent,0.84,0.0001,False,False,False
OP_1120,BLDG_26773,2024,496388.0,23.0,17400.0,6200.0,37400.0,61000.0,25.4,82,70.5,413330.0,2.82,1.18,Excellent,0.8,0.0012,False,False,False
OP_1121,BLDG_24344,2024,2700698.0,76.30000305,94500.0,11700.0,63600.0,169800.0,110.5,18,131.2,780000.0,4.8,3.12,Poor,2.67,0.0031,True,True,True
OP_1122,BLDG_24180,2024,2488950.0,116.6999969,87100.0,21000.0,44200.0,152300.0,14.4,4,107.9,1400000.0,5.37,0.68,Poor,3.07,0.0005,False,False,True
OP_1123,BLDG_50503,2024,3260330.0,29.10000038,63000.0,71100.0,158500.0,292600.0,62.0,99,438.6,4740000.0,2.1,0.55,Excellent,0.45,0.0004,False,False,False
OP_1124,BLDG_50165,2024,2490548.0,41.40000153,87200.0,47400.0,119500.0,254100.0,57.5,91,334.4,3160000.0,2.43,0.77,Excellent,0.83,0.0005,False,False,False
OP_1125,BLDG_27304,2024,5738470.0,29.0,200800.0,86900.0,211600.0,499300.0,67.0,88,602.1,5793330.0,2.67,0.36,Excellent,1.07,0.0004,False,False,False
OP_1126,BLDG_27593,2024,2336696.0,60.29999924,81800.0,25000.0,66200.0,173000.0,98.8,67,159.9,1666670.0,3.64,2.08,Good,1.72,0.0021,True,True,False
OP_1127,BLDG_25696,2024,996844.0,27.20000076,14000.0,21200.0,66600.0,101800.0,5.8,97,147.3,1413330.0,2.18,0.15,Excellent,0.3,0.0001,False,False,False
OP_1128,BLDG_608,2024,8434275.0,45.0,271400.0,42400.0,298700.0,612500.0,168.8,88,620.6,2826670.0,3.18,0.88,Excellent,1.41,0.0009,False,False,False
OP_1129,BLDG_21578,2024,2136562.0,23.5,47800.0,8600.0,63800.0,120200.0,49.5,91,131.8,573330.0,2.92,1.2,Excellent,1.16,0.0012,False,False,False
OP_1130,BLDG_27189,2024,6382547.0,45.90000153,223400.0,63600.0,214800.0,501800.0,37.0,47,487.4,4240000.0,3.61,0.27,Fair,1.61,0.0003,True,False,True
OP_1131,BLDG_21703,2024,2697970.0,48.5,94400.0,26300.0,95200.0,215900.0,67.1,82,181.2,1753330.0,3.88,1.21,Excellent,1.7,0.0012,True,True,False
OP_1132,BLDG_23953,2024,823095.0,27.89999962,11500.0,15000.0,43500.0,70000.0,16.1,89,94.9,1000000.0,2.37,0.54,Excellent,0.39,0.0005,False,False,False
OP_1133,BLDG_24153,2024,546672.0,27.0,19100.0,9200.0,37400.0,65700.0,3.2,76,66.9,613330.0,3.24,0.16,Good,0.94,0.0002,False,False,False
OP_1134,BLDG_50935,2024,4500428.0,28.29999924,157500.0,123300.0,353200.0,634000.0,22.2,98,858.8,8220000.0,2.32,0.11,Excellent,0.58,0.0001,False,False,False
OP_1135,BLDG_26236,2024,642227.0,20.5,22500.0,8300.0,53200.0,84000.0,3.7,46,110.1,553330.0,2.68,0.12,Fair,0.72,0.0001,False,False,True
OP_1136,BLDG_712,2024,3262119.0,31.10000038,114200.0,25200.0,193500.0,332900.0,23.5,86,378.7,1680000.0,2.84,0.22,Excellent,0.97,0.0002,False,False,False
OP_1137,BLDG_24359,2024,2503179.0,50.20000076,87600.0,16700.0,107700.0,212000.0,38.3,76,239.7,1113330.0,2.92,0.77,Good,1.21,0.0005,False,False,False
OP_1138,BLDG_20330,2024,2582586.0,26.70000076,46000.0,73600.0,192300.0,311900.0,15.0,94,447.1,4906670.0,2.22,0.16,Excellent,0.33,0.0001,False,False,False
OP_1139,BLDG_50535,2024,2885314.0,29.79999924,80200.0,64600.0,176800.0,321600.0,69.1,92,469.1,4306670.0,2.19,0.61,Excellent,0.55,0.0005,False,False,False
OP_1140,BLDG_23518,2024,851191.0,24.70000076,29800.0,18700.0,46800.0,95300.0,4.9,77,113.5,1246670.0,2.77,0.14,Good,0.86,0.0001,False,False,False
OP_1141,BLDG_20441,2024,610912.0,27.89999962,8600.0,10600.0,37600.0,56800.0,9.5,95,76.0,706670.0,2.37,0.4,Excellent,0.36,0.0004,False,False,False
OP_1142,BLDG_27597,2024,2352182.0,51.79999924,82300.0,8800.0,86400.0,177500.0,91.2,71,150.7,586670.0,3.93,2.02,Good,1.82,0.002,True,True,False
OP_1143,BLDG_23177,2024,1247088.0,32.79999924,43600.0,17200.0,49100.0,109900.0,7.2,23,139.3,1146670.0,2.89,0.19,Poor,1.15,0.0002,False,False,True
OP_1144,BLDG_27007,2024,311055.0,15.5,10900.0,5000.0,31500.0,47400.0,12.8,85,64.9,333330.0,2.37,0.64,Excellent,0.54,0.0006,False,False,False
OP_1145,BLDG_50726,2024,1496199.0,40.90000153,52400.0,16500.0,45600.0,114500.0,38.6,99,114.8,1100000.0,3.13,1.06,Excellent,1.43,0.0011,False,True,False
