building_id,building_name,building_type,location_city,climate_zone,year_built,building_age,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,estimated_construction_cost,actual_construction_cost,cost_overrun_amount,cost_overrun_percentage,cost_per_sqft,contractor_name,delay_days,delay_reason,construction_delay_flag,annual_energy_use_kbtu,energy_use_intensity_kbtu_sqft,annual_electricity_cost,annual_water_cost,annual_maintenance_cost,annual_operating_cost,operating_cost_per_sqft,carbon_emissions_metric_tons,emissions_intensity,energy_star_score,energy_efficiency_rating,recommended_action,estimated_retrofit_cost,estimated_annual_savings,payback_period_years,estimated_emissions_reduction_percent,retrofit_priority,implementation_complexity,lifecycle_cost_estimate,lifecycle_cost_per_sqft,building_performance_risk_score,building_performance_risk_category
BLDG_21672,ABBOTTSFORD  APTS,Residential,Seattle,4C (Marine),1901,123,43128.0,3,Residential,0.94,Steel,Insulated Panels,0.49,Low,High Efficiency HVAC,LED,False,0.0,False,Silver,10343700.0,11750400.0,1406700.0,0.136,272.45,Apex Builders,81,Labor Shortage,True,2612221.0,60.59999847,91400.0,23200.0,64800.0,179400.0,4.16,86.4,2.0,61,Good,Solar Panel Installation,82600.0,4200.0,19.67,23.19,Low,Medium,17132400.0,397.25,8,High Risk
BLDG_20045,QFC UNIVERSITY VILLAGE,Retail,Seattle,4C (Marine),1955,69,77424.0,1,Retail,0.91,Composite,Curtain Wall,0.5,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,15098400.0,15136100.0,37700.0,0.0025,195.5,Cascade Building Group,0,None,False,11689097.0,121.5,409100.0,12300.0,123400.0,544800.0,7.04,225.3,2.91,92,Excellent,Solar Panel Installation,128200.0,7500.0,17.09,26.05,Low,Medium,31480100.0,406.59,3,Low Risk
BLDG_24173,NORTHGATE VIEW APTS,Residential,Seattle,4C (Marine),1990,34,27344.0,4,Residential,0.96,Timber,Insulated Panels,0.31,Low,Standard HVAC,LED,False,0.0,False,None,6062900.0,6477600.0,414700.0,0.0684,236.89,Pacific Structures,66,Permit Delay,True,806370.0,37.29999924,28200.0,14800.0,40200.0,83200.0,3.04,4.7,0.22,31,Poor,HVAC Upgrade,54600.0,6200.0,8.81,25.81,High,Medium,8973600.0,328.17,7,High Risk
BLDG_50194,BALLARD SPACE,Office,Seattle,4C (Marine),2016,8,37100.0,4,Office,0.9,Composite,Rain Screen,0.26,High,High Efficiency HVAC,Smart LED,False,0.0,False,Silver,10675300.0,10675300.0,0.0,0.0,287.74,Apex Builders,0,None,False,1114496.0,32.40000153,39000.0,7600.0,41800.0,88400.0,2.38,17.4,0.47,93,Excellent,LED Lighting Retrofit,13400.0,7000.0,1.91,11.41,Critical,Low,13327300.0,359.23,1,Low Risk
BLDG_50956,500 BROADWAY CONGREGATE HOUSING,Residential,Seattle,4C (Marine),2021,3,41889.0,8,Residential,0.93,Brick,Masonry,0.28,High,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,10000800.0,10096800.0,96000.0,0.0096,241.04,Pacific Structures,0,None,False,1319711.0,31.5,46200.0,23100.0,50000.0,119300.0,2.85,48.2,1.15,100,Excellent,Solar Panel Installation,80800.0,4000.0,20.2,20.57,Low,Medium,13675800.0,326.48,3,Low Risk
BLDG_27947,ST MARKS CATHEDRAL,Mixed Use,Seattle,4C (Marine),1929,95,37700.0,1,Mixed Use,0.85,Glass-heavy facade,Curtain Wall,0.7,Low,Standard HVAC,Fluorescent,False,0.0,False,None,12090200.0,12572600.0,482400.0,0.0399,333.49,Cascade Building Group,35,Labor Shortage,True,3455867.0,91.69999695,121000.0,9600.0,62600.0,193200.0,5.12,151.7,4.02,25,Poor,HVAC Upgrade,69700.0,26600.0,2.62,20.9,Critical,Medium,18368600.0,487.23,9,High Risk
BLDG_23438,KINNEAR PARK CONDOMINIUM,Residential,Seattle,4C (Marine),1982,42,109864.0,4,Residential,0.88,Composite,Rain Screen,0.36,High,Heat Pump,LED,False,0.0,False,Platinum,25766500.0,28796600.0,3030100.0,0.1176,262.11,Emerald City Construction,73,Material Shortage,True,2149841.0,24.5,75200.0,48300.0,144600.0,268100.0,2.44,12.5,0.14,94,Excellent,LED Lighting Retrofit,33800.0,13500.0,2.5,8.23,Critical,Low,36839600.0,335.32,3,Low Risk
BLDG_132,ROOSEVELT SQUARE,Retail,Seattle,4C (Marine),1929,95,228385.0,2,Retail,0.83,Steel,Insulated Panels,0.47,High,Heat Pump,LED,False,0.0,False,Silver,44152900.0,44152900.0,0.0,0.0,193.33,Apex Builders,0,None,False,8047986.0,53.70000076,281700.0,35800.0,373500.0,691000.0,3.03,184.5,1.44,98,Excellent,Solar Panel Installation,329600.0,22100.0,14.91,16.32,Low,Medium,64882900.0,284.09,2,Low Risk
BLDG_25358,ONE WEST CONDOMINIUM,Residential,Seattle,4C (Marine),1984,40,30333.0,4,Residential,0.9,Composite,Masonry,0.54,High,District Heating,Smart LED,False,0.0,False,Gold,6996100.0,7543900.0,547800.0,0.0783,248.7,Apex Builders,54,Material Shortage,True,196408.0,7.099999905,6900.0,15600.0,38600.0,61100.0,2.01,1.1,0.04,100,Excellent,Building Automation System,19600.0,3000.0,6.53,12.82,High,Medium,9376900.0,309.13,1,Low Risk
BLDG_300,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),Educational,Seattle,4C (Marine),2007,17,204961.0,3,Educational,0.92,Steel,Rain Screen,0.5,High,Heat Pump,LED,True,341.3,False,Gold,55013700.0,55013700.0,0.0,0.0,268.41,Cascade Building Group,0,None,False,8271551.0,37.70000076,238300.0,37700.0,242200.0,518200.0,2.53,254.5,1.24,84,Excellent,Water Efficiency Upgrade,40900.0,10600.0,3.86,3.42,Critical,Low,70559700.0,344.26,0,Low Risk
BLDG_23906,ST MARY GIDDENS SCHOOL,Educational,Seattle,4C (Marine),1922,102,21592.0,2,Educational,0.89,Steel,Window Wall,0.47,Low,Standard HVAC,Incandescent,False,0.0,False,None,5355300.0,5423300.0,68000.0,0.0127,251.17,Cascade Building Group,0,None,False,1886486.0,63.5,66000.0,4000.0,35700.0,105700.0,4.9,77.3,3.58,23,Poor,HVAC Upgrade,46300.0,14500.0,3.19,24.62,Critical,Medium,8594300.0,398.03,9,High Risk
BLDG_50027,LEXICON APTS,Residential,Seattle,4C (Marine),2014,10,62049.0,7,Residential,0.84,Steel,Window Wall,0.41,High,High Efficiency HVAC,Smart LED,True,362.2,False,Gold,15277100.0,15277100.0,0.0,0.0,246.21,Cascade Building Group,0,None,False,1091153.0,17.60000038,15300.0,28200.0,71900.0,115400.0,1.86,6.3,0.15,100,Excellent,Building Automation System,30700.0,5900.0,5.2,13.47,High,Medium,18739100.0,302.0,0,Low Risk
BLDG_456,1100 DEXTER,Office,Seattle,4C (Marine),1996,28,228460.0,5,Office,0.89,Brick,Masonry,0.21,High,Heat Pump,Smart LED,False,0.0,True,Gold,71587100.0,78216100.0,6629000.0,0.0926,342.36,Summit Contractors,74,Contractor Delay,True,4072502.0,35.09999847,142500.0,45800.0,323900.0,512200.0,2.24,23.6,0.2,92,Excellent,Solar Panel Installation,329600.0,22100.0,14.91,20.24,Low,Medium,93582100.0,409.62,2,Low Risk
BLDG_21213,COCHRAN INC,Office,Seattle,4C (Marine),1951,73,39815.0,2,Office,0.9,Composite,Curtain Wall,0.46,Low,High Efficiency HVAC,Fluorescent,False,0.0,False,Gold,11867500.0,12943900.0,1076400.0,0.0907,325.1,Emerald City Construction,48,Labor Shortage,True,2072629.0,52.09999847,72500.0,7900.0,68300.0,148700.0,3.73,45.3,1.14,62,Good,LED Lighting Retrofit,14100.0,13000.0,1.08,8.24,Critical,Low,17404900.0,437.14,4,Medium Risk
BLDG_20228,ARRAGUN APARTMENTS,Residential,Seattle,4C (Marine),1978,46,22824.0,3,Residential,0.84,Brick,Masonry,0.28,Medium,Heat Pump,Fluorescent,False,0.0,False,None,5076000.0,5131800.0,55800.0,0.011,224.84,Emerald City Construction,9,Weather,True,593953.0,29.0,20800.0,11200.0,35900.0,67900.0,2.97,3.4,0.17,42,Fair,LED Lighting Retrofit,9400.0,3700.0,2.54,11.4,Critical,Low,7168800.0,314.09,4,Medium Risk
BLDG_729,GOODWILL BUILDING,Mixed Use,Seattle,4C (Marine),1987,37,111908.0,1,Mixed Use,0.9,Glass-heavy facade,Curtain Wall,0.84,Medium,District Heating,Fluorescent,False,0.0,False,None,36355600.0,39831200.0,3475600.0,0.0956,355.93,Cascade Building Group,57,Material Shortage,True,1213430.0,10.80000019,42500.0,36500.0,152000.0,231000.0,2.06,7.0,0.06,64,Good,LED Lighting Retrofit,34300.0,7600.0,4.51,9.5,High,Low,46761200.0,417.85,3,Low Risk
BLDG_27195,BILTMORE APARTMENTS,Residential,Seattle,4C (Marine),1924,100,95611.0,7,Residential,0.84,Glass-heavy facade,Curtain Wall,0.67,Low,Mixed System,LED,False,0.0,False,None,24245600.0,33585000.0,9339400.0,0.3852,351.27,Summit Contractors,179,Design Change,True,8474032.0,88.59999847,296600.0,47400.0,167000.0,511000.0,5.34,394.0,4.12,50,Fair,Insulation Improvement,74900.0,33200.0,2.26,14.45,Critical,Medium,48915000.0,511.6,9,High Risk
BLDG_50491,U20 APARTMENTS,Residential,Seattle,4C (Marine),2019,5,19488.0,4,Residential,0.89,Composite,Curtain Wall,0.3,Medium,Heat Pump,LED,False,0.0,False,Gold,4618300.0,4637700.0,19400.0,0.0042,237.98,Cascade Building Group,0,None,False,856200.0,43.59999847,30000.0,10000.0,22000.0,62000.0,3.18,17.7,0.91,100,Excellent,Building Automation System,15800.0,5600.0,2.82,11.7,Critical,Medium,6497700.0,333.42,1,Low Risk
BLDG_19946,THE BERING CONDOMINIUM,Residential,Seattle,4C (Marine),1928,96,30382.0,4,Residential,0.91,Timber,Insulated Panels,0.45,Medium,Heat Pump,LED,False,0.0,False,Gold,7264600.0,7282800.0,18200.0,0.0025,239.71,Cascade Building Group,0,None,False,1810851.0,66.59999847,63400.0,15200.0,51000.0,129600.0,4.27,85.4,3.14,65,Good,LED Lighting Retrofit,11500.0,11400.0,1.01,11.26,Critical,Low,11170800.0,367.68,5,Medium Risk
BLDG_26396,Theory U District,Residential,Seattle,4C (Marine),2021,3,159441.0,6,Residential,0.86,Steel,Rain Screen,0.32,Medium,District Heating,LED,True,128.0,False,Gold,36442800.0,36442800.0,0.0,0.0,228.57,Emerald City Construction,0,None,False,4560697.0,28.60000038,140400.0,67800.0,203400.0,411600.0,2.58,108.9,0.76,100,Excellent,Water Efficiency Upgrade,32700.0,19000.0,1.72,3.08,Critical,Low,48790800.0,306.01,0,Low Risk
BLDG_25954,MLK FAME COMMUNITY CENTER CAMPUS,Educational,Seattle,4C (Marine),1959,65,25753.0,1,Educational,0.93,Composite,Curtain Wall,0.36,High,High Efficiency HVAC,Smart LED,True,244.5,True,Platinum,8155900.0,8161600.0,5700.0,0.0007,316.92,Summit Contractors,0,None,False,469405.0,18.20000076,6600.0,5400.0,44600.0,56600.0,2.2,8.4,0.33,95,Excellent,Water Efficiency Upgrade,8600.0,1500.0,5.73,2.19,High,Low,9859600.0,382.85,2,Low Risk
BLDG_540,NWCP BLDG K,Mixed Use,Seattle,4C (Marine),1966,58,22780.0,1,Mixed Use,0.77,Steel,Insulated Panels,0.47,Low,District Heating,LED,False,0.0,False,Certified,6773300.0,6812600.0,39300.0,0.0058,299.06,Emerald City Construction,0,None,False,642622.0,28.20000076,22500.0,5800.0,35900.0,64200.0,2.82,20.6,0.9,67,Good,Water Efficiency Upgrade,8100.0,1600.0,5.06,2.78,High,Low,8738600.0,383.61,4,Medium Risk
BLDG_26939,FIRST PLACE,Educational,Seattle,4C (Marine),1925,99,22344.0,2,Educational,0.91,Concrete,Rain Screen,0.38,Low,Mixed System,LED,False,0.0,False,None,5920800.0,5938000.0,17200.0,0.0029,265.75,Cascade Building Group,0,None,False,1136305.0,50.90000153,39800.0,4300.0,37500.0,81600.0,3.65,40.2,1.8,47,Fair,Window Replacement,53300.0,4800.0,11.1,11.53,Medium,Medium,8386000.0,375.31,6,Medium Risk
BLDG_50305,SAVOY LAKE CITY,Residential,Seattle,4C (Marine),1970,54,93857.0,5,Residential,0.89,Timber,Masonry,0.25,High,Heat Pump,LED,True,115.8,False,Platinum,23703800.0,23703800.0,0.0,0.0,252.55,Pacific Structures,0,None,False,2255504.0,30.70000076,61600.0,44400.0,148400.0,254400.0,2.71,56.3,0.77,96,Excellent,Solar Panel Installation,150200.0,9100.0,16.51,16.29,Low,Medium,31335800.0,333.87,1,Low Risk
BLDG_25965,PARKSHORE,Residential,Seattle,4C (Marine),1963,61,225629.0,16,Residential,0.93,Steel,Insulated Panels,0.29,Low,Electric Resistance,Fluorescent,False,0.0,False,None,48221700.0,60932900.0,12711200.0,0.2636,270.06,Apex Builders,111,Design Change,True,22384794.0,104.8000031,783500.0,103700.0,362400.0,1249600.0,5.54,889.8,5.8,1,Poor,Deep Energy Retrofit,1007600.0,383400.0,2.63,35.82,Critical,High,98420900.0,436.21,11,Critical Risk
BLDG_50515,WATERTON APTS,Residential,Seattle,4C (Marine),2018,6,53722.0,5,Residential,0.93,Composite,Masonry,0.46,Medium,High Efficiency HVAC,LED,True,329.1,False,Gold,12924300.0,12985000.0,60700.0,0.0047,241.71,Cascade Building Group,0,None,False,1400635.0,33.59999847,19600.0,26400.0,66200.0,112200.0,2.09,35.7,0.86,98,Excellent,Water Efficiency Upgrade,13700.0,7400.0,1.85,2.67,Critical,Low,16351000.0,304.36,0,Low Risk
BLDG_50645,Emerson (prev Modera First Hill),Residential,Seattle,4C (Marine),2018,6,393343.0,8,Residential,0.93,Glass-heavy facade,Curtain Wall,0.76,High,High Efficiency HVAC,Smart LED,False,0.0,True,Platinum,110240700.0,110240700.0,0.0,0.0,280.27,Summit Contractors,0,None,False,7635052.0,23.39999962,267200.0,195100.0,434600.0,896900.0,2.28,185.7,0.57,100,Excellent,Solar Panel Installation,525000.0,36200.0,14.5,27.02,Low,Medium,137147700.0,348.67,1,Low Risk
BLDG_26789,VILLA APPIA APARTMENTS,Residential,Seattle,4C (Marine),2002,22,81608.0,6,Residential,0.94,Timber,Curtain Wall,0.54,Medium,Heat Pump,Smart LED,True,258.9,False,Silver,20759600.0,23657600.0,2898000.0,0.1396,289.89,Pacific Structures,121,Labor Shortage,True,1554234.0,26.89999962,21800.0,41300.0,102200.0,165300.0,2.03,9.7,0.17,98,Excellent,Building Automation System,37600.0,8400.0,4.48,12.75,High,Medium,28616600.0,350.66,1,Low Risk
BLDG_50542,Aegis Living in Ravenna,Mixed Use,Seattle,4C (Marine),2018,6,71461.0,3,Mixed Use,0.83,Concrete,Masonry,0.48,High,Heat Pump,Smart LED,False,0.0,False,Silver,20833900.0,22440200.0,1606300.0,0.0771,314.02,Summit Contractors,45,Labor Shortage,True,2333683.0,36.79999924,81700.0,21300.0,81500.0,184500.0,2.58,13.5,0.22,94,Excellent,Water Efficiency Upgrade,16900.0,6000.0,2.82,2.68,Critical,Low,27975200.0,391.48,1,Low Risk
BLDG_25713,KEY BANK (International Building),Office,Seattle,4C (Marine),1979,45,35202.0,3,Office,0.87,Concrete,Rain Screen,0.55,Medium,Heat Pump,Smart LED,False,0.0,False,Silver,10667100.0,10740700.0,73600.0,0.0069,305.12,Cascade Building Group,0,None,False,431980.0,12.30000019,15100.0,7200.0,60200.0,82500.0,2.34,2.5,0.07,100,Excellent,Solar Panel Installation,72000.0,3400.0,21.18,23.74,Low,Medium,13215700.0,375.42,2,Low Risk
BLDG_50054,400 FAIRVIEW OFFICE BLDG,Office,Seattle,4C (Marine),2014,10,536697.0,13,Office,0.87,Timber,Rain Screen,0.47,Medium,High Efficiency HVAC,LED,False,0.0,False,Platinum,165948500.0,166280400.0,331900.0,0.002,309.82,Cascade Building Group,0,None,False,13780945.0,36.29999924,482300.0,101800.0,628600.0,1212700.0,2.26,228.1,0.67,92,Excellent,Solar Panel Installation,525000.0,36200.0,14.5,24.65,Low,Medium,202661400.0,377.61,1,Low Risk
BLDG_21916,UNION BAY PLAZA,Healthcare,Seattle,4C (Marine),1945,79,22135.0,2,Healthcare,0.96,Glass-heavy facade,Curtain Wall,0.75,Low,District Heating,LED,False,0.0,False,Certified,11671000.0,11731700.0,60700.0,0.0052,530.01,Apex Builders,0,None,False,1555512.0,65.09999847,54400.0,16200.0,35000.0,105600.0,4.77,41.6,1.88,61,Good,LED Lighting Retrofit,9200.0,9800.0,0.94,8.81,Critical,Low,14899700.0,673.13,4,Medium Risk
BLDG_26759,DUNN LUMBER,Mixed Use,Seattle,4C (Marine),1938,86,40028.0,1,Mixed Use,0.92,Steel,Window Wall,0.32,Medium,Electric Resistance,LED,False,0.0,False,Silver,12547100.0,13842000.0,1294900.0,0.1032,345.81,Summit Contractors,78,Material Shortage,True,965552.0,19.5,33800.0,12100.0,69400.0,115300.0,2.88,5.8,0.15,68,Good,Building Automation System,23000.0,8500.0,2.71,14.51,Critical,Medium,17301000.0,432.22,4,Medium Risk
BLDG_22509,SALMON BAY LANDING,Office,Seattle,4C (Marine),2008,16,41784.0,4,Office,0.83,Glass-heavy facade,Curtain Wall,0.8,High,Heat Pump,LED,True,374.9,False,None,13921900.0,14698700.0,776800.0,0.0558,351.78,Pacific Structures,75,Permit Delay,True,1315324.0,39.40000153,18400.0,7500.0,46800.0,72700.0,1.74,7.6,0.23,80,Excellent,LED Lighting Retrofit,14700.0,3300.0,4.45,9.83,High,Low,16879700.0,403.98,2,Low Risk
BLDG_19653,OLIVE TOWER APTS,Residential,Seattle,4C (Marine),1928,96,50141.0,14,Residential,0.92,Steel,Masonry,0.52,High,Heat Pump,Smart LED,False,0.0,False,Gold,12297900.0,12297900.0,0.0,0.0,245.27,Apex Builders,0,None,False,1886208.0,56.09999847,66000.0,23400.0,79700.0,169100.0,3.37,66.8,1.33,98,Excellent,LED Lighting Retrofit,17000.0,11900.0,1.43,8.57,Critical,Low,17370900.0,346.44,5,Medium Risk
BLDG_19670,THE ROUNDCLIFFE,Residential,Seattle,4C (Marine),1925,99,34800.0,3,Residential,0.91,Concrete,Window Wall,0.43,Medium,Heat Pump,LED,True,284.9,False,Silver,8947400.0,9279300.0,331900.0,0.0371,266.65,Summit Contractors,46,Weather,True,855016.0,30.0,12000.0,17000.0,52200.0,81200.0,2.33,5.0,0.17,71,Good,Solar Panel Installation,71400.0,3400.0,21.0,23.72,Low,Medium,11715300.0,336.65,1,Low Risk
BLDG_50097,QUEEN ANNE FLATS,Residential,Seattle,4C (Marine),2014,10,23060.0,4,Residential,0.9,Concrete,Curtain Wall,0.33,High,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,5550200.0,5555800.0,5600.0,0.001,240.93,Cascade Building Group,0,None,False,762027.0,33.0,26700.0,12100.0,28800.0,67600.0,2.93,18.6,0.81,92,Excellent,Solar Panel Installation,65000.0,2900.0,22.41,21.9,Low,Medium,7583800.0,328.87,2,Low Risk
BLDG_474,PUBLIC STORAGE - PARENT BUILDING (STORE 8185),Mixed Use,Seattle,4C (Marine),1914,110,257970.0,5,Mixed Use,0.82,Brick,Masonry,0.2,Low,Electric Resistance,LED,False,0.0,True,Silver,76763100.0,78643800.0,1880700.0,0.0245,304.86,Apex Builders,34,Labor Shortage,True,2669956.0,20.89999962,93400.0,66600.0,401600.0,561600.0,2.18,35.9,0.14,66,Good,Solar Panel Installation,369000.0,24900.0,14.82,22.81,Low,Medium,95491800.0,370.17,4,Medium Risk
BLDG_25756,WEST OLYMPIC VIEW CONDOMINIUM,Residential,Seattle,4C (Marine),1978,46,22000.0,4,Residential,0.84,Timber,Insulated Panels,0.31,High,Heat Pump,LED,False,0.0,False,Gold,5344000.0,6045100.0,701100.0,0.1312,274.78,Cascade Building Group,78,Labor Shortage,True,499301.0,22.70000076,17500.0,9000.0,35100.0,61600.0,2.8,2.9,0.13,96,Excellent,Solar Panel Installation,65000.0,2900.0,22.41,27.72,Low,Medium,7893100.0,358.78,3,Low Risk
BLDG_24484,MESSIAH LUTHERAN CHURCH,Mixed Use,Seattle,4C (Marine),1950,74,20385.0,2,Mixed Use,0.96,Steel,Rain Screen,0.41,Low,Heat Pump,LED,False,0.0,False,None,5810300.0,6439600.0,629300.0,0.1083,315.9,Emerald City Construction,76,Supply Chain Issue,True,691354.0,35.29999924,24200.0,6100.0,33600.0,63900.0,3.13,30.2,1.48,57,Fair,Window Replacement,49700.0,2900.0,17.14,9.98,Low,Medium,8356600.0,409.94,5,Medium Risk
BLDG_772,BANK OF AMERICA FIFTH AVENUE PLAZA,Office,Seattle,4C (Marine),1981,43,1249055.0,42,Office,0.97,Steel,Masonry,0.44,High,High Efficiency HVAC,Smart LED,True,359.8,False,Gold,358671400.0,379330900.0,20659500.0,0.0576,303.69,Emerald City Construction,24,Weather,True,30370720.0,30.0,1009000.0,293600.0,1849800.0,3152400.0,2.52,176.7,0.17,85,Excellent,Solar Panel Installation,525000.0,36200.0,14.5,16.26,Low,Medium,473902900.0,379.41,2,Low Risk
BLDG_20266,UNIVERSITY METHODIST TEMPLE- demolished,Mixed Use,Seattle,4C (Marine),1926,98,47992.0,2,Mixed Use,0.89,Concrete,Rain Screen,0.45,Low,Standard HVAC,Fluorescent,True,309.9,False,None,14596300.0,14799200.0,202900.0,0.0139,308.37,Apex Builders,0,None,False,3200695.0,66.69999695,65500.0,14900.0,79800.0,160200.0,3.34,127.7,2.66,19,Poor,Deep Energy Retrofit,261600.0,39500.0,6.62,37.5,High,High,19605200.0,408.51,7,High Risk
BLDG_23977,SEATTLE AUTOMOTIVE,Mixed Use,Seattle,4C (Marine),1951,73,41550.0,1,Mixed Use,0.92,Steel,Curtain Wall,0.36,Low,Electric Resistance,Fluorescent,False,0.0,False,None,12055100.0,12231100.0,176000.0,0.0146,294.37,Apex Builders,0,None,False,2614104.0,62.90000153,91500.0,13100.0,63100.0,167700.0,4.04,110.8,2.67,30,Poor,HVAC Upgrade,75200.0,20100.0,3.74,25.96,Critical,Medium,17262100.0,415.45,9,High Risk
BLDG_26598,LUCKNOW/WATERFALL PLACE APTS,Residential,Seattle,4C (Marine),1900,124,38765.0,5,Residential,0.91,Glass-heavy facade,Curtain Wall,0.77,Medium,Heat Pump,LED,False,0.0,False,Gold,9832400.0,9832400.0,0.0,0.0,253.64,Summit Contractors,0,None,False,615712.0,23.0,21500.0,18400.0,63400.0,103300.0,2.66,3.6,0.1,92,Excellent,LED Lighting Retrofit,13900.0,3900.0,3.56,9.58,Critical,Low,12931400.0,333.58,2,Low Risk
BLDG_50926,Aegis of Greenwood,Mixed Use,Seattle,4C (Marine),2021,3,114476.0,5,Mixed Use,0.88,Brick,Masonry,0.3,High,District Heating,Smart LED,False,0.0,False,Gold,34763500.0,38597900.0,3834400.0,0.1103,337.17,Pacific Structures,64,Supply Chain Issue,True,4754222.0,53.09999847,166400.0,33200.0,141600.0,341200.0,2.98,106.3,1.19,95,Excellent,Water Efficiency Upgrade,24600.0,9300.0,2.65,2.65,Critical,Low,48833900.0,426.59,2,Low Risk
BLDG_23109,HARBOUR HOUSE AT LESCHI CONDOMINIUM,Residential,Seattle,4C (Marine),1986,38,33331.0,3,Residential,0.89,Timber,Rain Screen,0.54,Medium,High Efficiency HVAC,LED,False,0.0,False,Certified,8044900.0,8393200.0,348300.0,0.0433,251.81,Pacific Structures,45,Contractor Delay,True,803896.0,28.89999962,28100.0,17000.0,48400.0,93500.0,2.81,4.7,0.17,70,Good,Water Efficiency Upgrade,10000.0,4800.0,2.08,3.69,Critical,Low,11198200.0,335.97,2,Low Risk
BLDG_23559,TRACE NORTH,Residential,Seattle,4C (Marine),2007,17,91520.0,6,Residential,0.84,Composite,Masonry,0.51,Medium,District Heating,LED,False,0.0,False,Certified,20084100.0,25543000.0,5458900.0,0.2718,279.1,Emerald City Construction,177,Material Shortage,True,3061154.0,33.40000153,107100.0,37800.0,112300.0,257200.0,2.81,22.4,0.24,68,Good,Solar Panel Installation,147000.0,8800.0,16.7,18.81,Low,Medium,33259000.0,363.41,4,Medium Risk
BLDG_25200,PARK MANOR APTS,Residential,Seattle,4C (Marine),1953,71,42182.0,7,Residential,0.95,Brick,Masonry,0.33,High,Heat Pump,Smart LED,False,0.0,False,Silver,9340900.0,9609900.0,269000.0,0.0288,227.82,Emerald City Construction,28,Weather,True,2659600.0,63.09999847,93100.0,23600.0,71100.0,187800.0,4.45,120.0,2.85,89,Excellent,Solar Panel Installation,81200.0,4100.0,19.8,20.39,Low,Medium,15243900.0,361.38,6,Medium Risk
BLDG_26839,N P HOTEL & MANEKI RESTAURANT,Residential,Seattle,4C (Marine),1914,110,34848.0,6,Residential,0.82,Steel,Rain Screen,0.54,High,Mixed System,LED,True,445.6,False,Gold,9028000.0,9059600.0,31600.0,0.0035,259.97,Emerald City Construction,0,None,False,2931501.0,64.30000305,41000.0,15500.0,61000.0,117500.0,3.37,121.0,3.47,77,Good,Water Efficiency Upgrade,10300.0,4300.0,2.4,2.93,Critical,Low,12584600.0,361.13,4,Medium Risk
BLDG_127,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),Educational,Seattle,4C (Marine),1989,35,59955.0,3,Educational,0.97,Steel,Curtain Wall,0.43,Low,Heat Pump,LED,False,0.0,False,Silver,15932900.0,15932900.0,0.0,0.0,265.75,Cascade Building Group,0,None,False,1695354.0,27.60000038,59300.0,11100.0,77300.0,147700.0,2.46,18.3,0.3,68,Good,Building Automation System,30000.0,12800.0,2.34,15.34,Critical,Medium,20363900.0,339.65,2,Low Risk
BLDG_41987,AVALON QUEEN ANNE,Residential,Seattle,4C (Marine),2011,13,290520.0,6,Residential,0.77,Timber,Curtain Wall,0.46,High,High Efficiency HVAC,LED,True,71.4,False,Gold,73878900.0,83313200.0,9434300.0,0.1277,286.77,Pacific Structures,82,Labor Shortage,True,6955953.0,32.70000076,232700.0,127300.0,351400.0,711400.0,2.45,179.8,0.62,99,Excellent,Building Automation System,110700.0,52500.0,2.11,12.0,Critical,Medium,104655200.0,360.23,1,Low Risk
BLDG_27166,CRESCENT APTS,Residential,Seattle,4C (Marine),1963,61,27984.0,3,Residential,0.96,Concrete,Insulated Panels,0.25,Low,High Efficiency HVAC,LED,False,0.0,False,None,6265500.0,6299300.0,33800.0,0.0054,225.1,Apex Builders,0,None,False,1025431.0,36.59999847,35900.0,13400.0,44400.0,93700.0,3.35,5.9,0.21,46,Fair,Insulation Improvement,27600.0,4000.0,6.9,13.88,High,Medium,9110300.0,325.55,6,Medium Risk
BLDG_26997,4545 ROOSEVELT WAY NE,Office,Seattle,4C (Marine),1999,25,91100.0,6,Office,0.87,Composite,Insulated Panels,0.34,High,Heat Pump,LED,True,69.3,False,Gold,27216300.0,27216300.0,0.0,0.0,298.75,Emerald City Construction,0,None,False,1695892.0,35.29999924,49000.0,17400.0,126200.0,192600.0,2.11,9.8,0.2,86,Excellent,Water Efficiency Upgrade,20400.0,4900.0,4.16,3.57,High,Low,32994300.0,362.18,0,Low Risk
BLDG_43867,HONG KONG BUILDING & APTS,Residential,Seattle,4C (Marine),1927,97,39493.0,5,Residential,0.79,Composite,Masonry,0.55,Low,Standard HVAC,Fluorescent,False,0.0,False,None,8399200.0,8448800.0,49600.0,0.0059,213.93,Summit Contractors,0,None,False,4952486.0,151.3999939,173300.0,15500.0,64800.0,253600.0,6.42,196.4,6.34,2,Poor,Deep Energy Retrofit,225900.0,82500.0,2.74,32.5,Critical,High,16056800.0,406.57,9,High Risk
