cost_id,building_id,estimated_construction_cost,actual_construction_cost,cost_overrun_amount,cost_overrun_percentage,contractor_name,project_start_date,planned_duration_days,delay_days,delay_reason,planned_completion_date,actual_duration_days,actual_completion_date,material_cost,labor_cost,equipment_cost,design_consulting_cost,permit_cost
COST_1237,BLDG_284,15656400.0,15684600.0,28200.0,0.0018,Summit Contractors,2013-12-11,212,0,None,2014-07-11,212,2014-07-11,6596500.0,5250800.0,1433100.0,872300.0,1531900.0
COST_1238,BLDG_25186,9045900.0,9135500.0,89600.0,0.0099,Cascade Building Group,2013-10-12,209,0,None,2014-05-09,209,2014-05-09,4344100.0,2961000.0,1037100.0,624800.0,168500.0
COST_1239,BLDG_22934,5530500.0,7765400.0,2234900.0,0.4041,Summit Contractors,2013-02-23,198,170,Design Change,2013-09-09,368,2014-02-26,3537600.0,2725100.0,863300.0,467200.0,172200.0
COST_1240,BLDG_26681,18476700.0,18493300.0,16600.0,0.0009,Apex Builders,2013-02-01,223,0,None,2013-09-12,223,2013-09-12,8533200.0,6298900.0,1568100.0,1240600.0,852500.0
COST_1241,BLDG_23287,147595700.0,158089800.0,10494100.0,0.0711,Summit Contractors,2013-04-15,688,31,Labor Shortage,2015-03-04,719,2015-04-04,74209400.0,51893800.0,14025000.0,10331300.0,7630300.0
COST_1242,BLDG_23196,7723200.0,7734000.0,10800.0,0.0014,Summit Contractors,2013-06-10,186,0,None,2013-12-13,186,2013-12-13,3628100.0,2475000.0,692200.0,444900.0,493800.0
COST_1243,BLDG_214,37322000.0,39553900.0,2231900.0,0.0598,Summit Contractors,2013-10-20,288,50,Labor Shortage,2014-08-04,338,2014-09-23,16792500.0,13579000.0,4554200.0,2150200.0,2478000.0
COST_1244,BLDG_41070,8286100.0,8286100.0,0.0,0.0,Cascade Building Group,2013-01-01,180,0,None,2013-06-30,180,2013-06-30,3765500.0,2798000.0,724800.0,430900.0,566900.0
COST_1245,BLDG_20437,55628900.0,55957100.0,328200.0,0.0059,Apex Builders,2013-09-01,341,0,None,2014-08-08,341,2014-08-08,25839600.0,18063000.0,5869000.0,3872900.0,2312600.0
COST_1246,BLDG_21893,10093600.0,11620800.0,1527200.0,0.1513,Apex Builders,2013-07-11,230,108,Material Shortage,2014-02-26,338,2014-06-14,4940400.0,4312600.0,959800.0,656500.0,751500.0
COST_1247,BLDG_322,29234800.0,31968300.0,2733500.0,0.0935,Cascade Building Group,2013-12-12,285,72,Material Shortage,2014-09-23,357,2014-12-04,13853300.0,11017800.0,3264000.0,2028800.0,1804400.0
COST_1248,BLDG_50492,7552800.0,7661600.0,108800.0,0.0144,Summit Contractors,2016-07-01,213,0,None,2017-01-30,213,2017-01-30,3399800.0,2807900.0,656200.0,495000.0,302700.0
COST_1249,BLDG_23768,9112400.0,9697400.0,585000.0,0.0642,Summit Contractors,2013-01-06,219,65,Labor Shortage,2013-08-13,284,2013-10-17,4588700.0,3348700.0,999000.0,523200.0,237800.0
COST_1250,BLDG_21502,13065100.0,13846400.0,781300.0,0.0598,Apex Builders,2013-08-23,248,32,Supply Chain Issue,2014-04-28,280,2014-05-30,6522200.0,4486900.0,1311400.0,884500.0,641400.0
COST_1251,BLDG_19695,8393600.0,8700000.0,306400.0,0.0365,Summit Contractors,2013-06-26,237,87,Permit Delay,2014-02-18,324,2014-05-16,4062300.0,2989800.0,906800.0,436600.0,304500.0
COST_1252,BLDG_625,44423700.0,44859100.0,435400.0,0.0098,Emerald City Construction,2013-03-14,283,0,None,2013-12-22,283,2013-12-22,21506200.0,16740000.0,4296500.0,2618200.0,-301800.0
COST_1253,BLDG_775,671445600.0,677958600.0,6513000.0,0.0097,Summit Contractors,2013-12-27,1732,0,None,2018-09-24,1732,2018-09-24,294613300.0,217262900.0,77403800.0,38649200.0,50029400.0
COST_1254,BLDG_352,57578100.0,66675400.0,9097300.0,0.158,Summit Contractors,2013-07-06,309,146,Labor Shortage,2014-05-11,455,2014-10-04,29875200.0,24917800.0,7352900.0,4577700.0,-48200.0
COST_1255,BLDG_25435,19795800.0,19849200.0,53400.0,0.0027,Pacific Structures,2013-08-20,262,0,None,2014-05-09,262,2014-05-09,8868700.0,7133900.0,2258600.0,1383900.0,204100.0
COST_1256,BLDG_27693,7976700.0,8087600.0,110900.0,0.0139,Apex Builders,2013-09-15,220,0,None,2014-04-23,220,2014-04-23,3726300.0,3071200.0,718800.0,451000.0,120300.0
COST_1257,BLDG_19456,23313800.0,25447000.0,2133200.0,0.0915,Apex Builders,2013-01-23,221,55,Labor Shortage,2013-09-01,276,2013-10-26,11985800.0,9541800.0,2187200.0,1582800.0,149400.0
COST_1258,BLDG_19774,10703600.0,10848100.0,144500.0,0.0135,Emerald City Construction,2013-09-16,244,0,None,2014-05-18,244,2014-05-18,4876200.0,4037000.0,1109700.0,704100.0,121100.0
COST_1259,BLDG_23231,6324300.0,7878200.0,1553900.0,0.2457,Emerald City Construction,2013-10-01,180,109,Design Change,2014-03-30,289,2014-07-17,3541200.0,2538800.0,905300.0,424000.0,468900.0
COST_1260,BLDG_46427,24708600.0,30777000.0,6068400.0,0.2456,Emerald City Construction,2013-10-16,277,150,Material Shortage,2014-07-20,427,2014-12-17,14049700.0,10366200.0,2598300.0,1961500.0,1801300.0
COST_1261,BLDG_22138,6929100.0,6976900.0,47800.0,0.0069,Apex Builders,2013-03-23,185,0,None,2013-09-24,185,2013-09-24,3241100.0,2389500.0,623400.0,384800.0,338100.0
COST_1262,BLDG_23240,6001300.0,6078100.0,76800.0,0.0128,Pacific Structures,2013-09-17,230,0,None,2014-05-05,230,2014-05-05,2626200.0,2200200.0,667600.0,324400.0,259700.0
COST_1263,BLDG_50671,41931400.0,41931400.0,0.0,0.0,Pacific Structures,2016-06-27,344,0,None,2017-06-06,344,2017-06-06,20031100.0,15050000.0,4135000.0,2810000.0,-94700.0
COST_1264,BLDG_50050,23324000.0,27398700.0,4074700.0,0.1747,Cascade Building Group,2013-02-21,249,88,Design Change,2013-10-28,337,2014-01-24,11658800.0,9049800.0,2853300.0,1645300.0,2191500.0
COST_1265,BLDG_23367,16509000.0,16565100.0,56100.0,0.0034,Apex Builders,2013-07-07,242,0,None,2014-03-06,242,2014-03-06,6980300.0,6033200.0,1717300.0,926600.0,907700.0
COST_1266,BLDG_50065,23033300.0,23049400.0,16100.0,0.0007,Cascade Building Group,2013-10-16,255,0,None,2014-06-28,255,2014-06-28,10176900.0,7591000.0,2224100.0,1339000.0,1718400.0
COST_1267,BLDG_24631,5307900.0,5381700.0,73800.0,0.0139,Summit Contractors,2013-07-20,194,0,None,2014-01-30,194,2014-01-30,2486800.0,1869500.0,582500.0,313600.0,129300.0
COST_1268,BLDG_570,25257900.0,31415800.0,6157900.0,0.2438,Emerald City Construction,2013-12-06,218,157,Material Shortage,2014-07-12,375,2014-12-16,15038300.0,11143900.0,3584300.0,2054600.0,-405300.0
COST_1269,BLDG_19757,13300000.0,15236500.0,1936500.0,0.1456,Cascade Building Group,2013-11-26,196,60,Design Change,2014-06-10,256,2014-08-09,7252100.0,5671600.0,1772200.0,1032000.0,-491400.0
COST_1270,BLDG_24160,14719900.0,14901000.0,181100.0,0.0123,Cascade Building Group,2013-06-07,208,0,None,2014-01-01,208,2014-01-01,6874000.0,5332800.0,1219700.0,886800.0,587700.0
COST_1271,BLDG_23307,13873900.0,13930800.0,56900.0,0.0041,Apex Builders,2013-09-22,239,0,None,2014-05-19,239,2014-05-19,6215800.0,5256000.0,1423000.0,786500.0,249500.0
COST_1272,BLDG_20543,5625500.0,5681800.0,56300.0,0.01,Emerald City Construction,2013-12-26,180,9,Weather,2014-06-24,189,2014-07-03,2589500.0,2157200.0,463700.0,366700.0,104700.0
COST_1273,BLDG_23181,5127600.0,5127600.0,0.0,0.0,Emerald City Construction,2013-01-08,194,0,None,2013-07-21,194,2013-07-21,2451600.0,1797400.0,595000.0,349200.0,-65600.0
COST_1274,BLDG_29550,79481900.0,81015900.0,1534000.0,0.0193,Pacific Structures,2013-02-19,396,47,Weather,2014-03-22,443,2014-05-08,35317300.0,26175300.0,7872400.0,4235600.0,7415300.0
COST_1275,BLDG_24673,6616700.0,6712600.0,95900.0,0.0145,Cascade Building Group,2013-12-21,232,0,None,2014-08-10,232,2014-08-10,3011900.0,2159400.0,778800.0,442600.0,319900.0
COST_1276,BLDG_50634,34735100.0,37635500.0,2900400.0,0.0835,Pacific Structures,2016-06-07,287,45,Labor Shortage,2017-03-21,332,2017-05-05,17371600.0,13975500.0,3293400.0,2301200.0,693800.0
COST_1277,BLDG_50067,7677400.0,8874300.0,1196900.0,0.1559,Cascade Building Group,2014-12-20,217,115,Material Shortage,2015-07-25,332,2015-11-17,3732700.0,3105900.0,767600.0,597700.0,670400.0
COST_1278,BLDG_49698,45096000.0,47680000.0,2584000.0,0.0573,Apex Builders,2013-03-25,306,23,Weather,2014-01-25,329,2014-02-17,21116300.0,16306900.0,5546800.0,2874300.0,1835700.0
COST_1279,BLDG_22238,7666500.0,7749300.0,82800.0,0.0108,Apex Builders,2013-04-25,220,0,None,2013-12-01,220,2013-12-01,3518800.0,2612000.0,910800.0,521200.0,186500.0
COST_1280,BLDG_290,56312000.0,56312000.0,0.0,0.0,Summit Contractors,2013-09-11,315,0,None,2014-07-23,315,2014-07-23,26695000.0,18971900.0,6232100.0,3440100.0,972900.0
COST_1281,BLDG_21937,15528100.0,15931800.0,403700.0,0.026,Cascade Building Group,2013-12-19,259,29,Supply Chain Issue,2014-09-04,288,2014-10-03,7639600.0,5167800.0,1416000.0,842800.0,865600.0
COST_1282,BLDG_24861,6180700.0,7198700.0,1018000.0,0.1647,Cascade Building Group,2013-03-11,184,103,Material Shortage,2013-09-11,287,2013-12-23,3263700.0,2434500.0,625400.0,360600.0,514500.0
COST_1283,BLDG_580,43548100.0,46073900.0,2525800.0,0.058,Emerald City Construction,2013-08-01,299,27,Contractor Delay,2014-05-27,326,2014-06-23,21962300.0,16526200.0,5064500.0,2875000.0,-354100.0
COST_1284,BLDG_25784,6212200.0,6292300.0,80100.0,0.0129,Emerald City Construction,2013-06-22,194,0,None,2014-01-02,194,2014-01-02,2680200.0,2159000.0,663200.0,389100.0,400800.0
COST_1285,BLDG_50378,139523100.0,154410200.0,14887100.0,0.1067,Pacific Structures,2014-09-16,687,91,Labor Shortage,2016-08-03,778,2016-11-02,71349300.0,58192400.0,17739100.0,8369700.0,-1240300.0
COST_1286,BLDG_21729,8221300.0,8504100.0,282800.0,0.0344,Summit Contractors,2013-02-14,231,7,Weather,2013-10-03,238,2013-10-10,3776100.0,3062200.0,774500.0,569900.0,321400.0
COST_1287,BLDG_23774,49659400.0,49659400.0,0.0,0.0,Apex Builders,2013-08-23,337,0,None,2014-07-26,337,2014-07-26,23094500.0,18465300.0,4559400.0,3344800.0,195400.0
COST_1288,BLDG_26737,18108200.0,18354500.0,246300.0,0.0136,Cascade Building Group,2013-02-17,250,0,None,2013-10-25,250,2013-10-25,8664500.0,5999200.0,2005500.0,1212900.0,472400.0
COST_1289,BLDG_25547,10253800.0,10268200.0,14400.0,0.0014,Pacific Structures,2013-04-18,215,0,None,2013-11-19,215,2013-11-19,4345700.0,3563400.0,931500.0,705800.0,721800.0
COST_1290,BLDG_26359,8788700.0,8894200.0,105500.0,0.012,Summit Contractors,2013-03-15,222,0,None,2013-10-23,222,2013-10-23,4234800.0,2868300.0,876000.0,534800.0,380300.0
COST_1291,BLDG_357,532101200.0,538592800.0,6491600.0,0.0122,Emerald City Construction,2013-02-25,1249,0,None,2016-07-28,1249,2016-07-28,228411500.0,201272600.0,54293200.0,34494800.0,20120700.0
COST_1292,BLDG_618,21941500.0,23778000.0,1836500.0,0.0837,Summit Contractors,2013-04-01,242,85,Labor Shortage,2013-11-29,327,2014-02-22,11061600.0,7818500.0,2538700.0,1619000.0,740200.0
COST_1293,BLDG_27679,9657800.0,9657800.0,0.0,0.0,Pacific Structures,2013-08-20,224,0,None,2014-04-01,224,2014-04-01,4096300.0,3557200.0,905700.0,571000.0,527600.0
COST_1294,BLDG_51966,29040700.0,31610800.0,2570100.0,0.0885,Apex Builders,2021-10-11,276,60,Material Shortage,2022-07-14,336,2022-09-12,14910800.0,11867600.0,3614200.0,1971500.0,-753300.0
COST_1295,BLDG_25056,8931600.0,8931600.0,0.0,0.0,Emerald City Construction,2013-11-24,217,0,None,2014-06-29,217,2014-06-29,3861100.0,3094900.0,858300.0,538200.0,579100.0
COST_1296,BLDG_25895,4842100.0,5480800.0,638700.0,0.1319,Emerald City Construction,2013-08-25,180,87,Labor Shortage,2014-02-21,267,2014-05-19,2444700.0,1881900.0,447500.0,381800.0,324900.0
COST_1297,BLDG_50163,6750400.0,7263400.0,513000.0,0.076,Apex Builders,2014-12-16,230,38,Material Shortage,2015-08-03,268,2015-09-10,3457100.0,2585800.0,600500.0,426700.0,193300.0
COST_1298,BLDG_25447,31757800.0,36073700.0,4315900.0,0.1359,Emerald City Construction,2013-10-07,253,79,Supply Chain Issue,2014-06-17,332,2014-09-04,16865300.0,13146000.0,4287800.0,2032400.0,-257800.0
COST_1299,BLDG_20056,84410600.0,103732200.0,19321600.0,0.2289,Pacific Structures,2013-04-12,416,129,Material Shortage,2014-06-02,545,2014-10-09,48458100.0,37212500.0,10879600.0,6492900.0,689100.0
COST_1300,BLDG_27691,7052300.0,7244100.0,191800.0,0.0272,Emerald City Construction,2013-12-02,180,30,Permit Delay,2014-05-31,210,2014-06-30,3374300.0,2318600.0,721800.0,402900.0,426500.0
COST_1301,BLDG_52029,12832600.0,14793400.0,1960800.0,0.1528,Cascade Building Group,2018-06-20,249,98,Material Shortage,2019-02-24,347,2019-06-02,6718700.0,5431500.0,1698100.0,993400.0,-48300.0
COST_1302,BLDG_50237,75379800.0,79766900.0,4387100.0,0.0582,Summit Contractors,2014-06-16,375,68,Contractor Delay,2015-06-26,443,2015-09-02,38055700.0,26230800.0,8668700.0,5411800.0,1399900.0
COST_1303,BLDG_23605,11836600.0,11910000.0,73400.0,0.0062,Pacific Structures,2013-08-03,250,0,None,2014-04-10,250,2014-04-10,5596500.0,4132500.0,1039200.0,677700.0,464100.0
COST_1304,BLDG_25338,11000800.0,11130600.0,129800.0,0.0118,Apex Builders,2013-01-21,228,0,None,2013-09-06,228,2013-09-06,4968900.0,3750400.0,893700.0,636300.0,881300.0
COST_1305,BLDG_24746,16290600.0,16290600.0,0.0,0.0,Pacific Structures,2013-12-15,237,0,None,2014-08-09,237,2014-08-09,7567900.0,6120000.0,1943200.0,842800.0,-183300.0
COST_1306,BLDG_23956,6194900.0,6211600.0,16700.0,0.0027,Cascade Building Group,2013-03-06,193,0,None,2013-09-15,193,2013-09-15,2980900.0,2174800.0,653300.0,342400.0,60200.0
COST_1307,BLDG_21313,22058800.0,22058800.0,0.0,0.0,Emerald City Construction,2013-03-17,231,0,None,2013-11-03,231,2013-11-03,10417500.0,7749900.0,2185700.0,1132900.0,572800.0
COST_1308,BLDG_24458,16243100.0,16478600.0,235500.0,0.0145,Emerald City Construction,2013-09-21,202,0,None,2014-04-11,202,2014-04-11,6922200.0,5348400.0,1941000.0,1073500.0,1193500.0
COST_1309,BLDG_558,10565300.0,10715300.0,150000.0,0.0142,Pacific Structures,2013-02-02,221,0,None,2013-09-11,221,2013-09-11,4974800.0,4005800.0,1015500.0,574400.0,144800.0
COST_1310,BLDG_20296,5825900.0,5825900.0,0.0,0.0,Emerald City Construction,2013-11-25,187,0,None,2014-05-31,187,2014-05-31,2760700.0,1947800.0,634500.0,300500.0,182400.0
COST_1311,BLDG_21964,7192000.0,9131700.0,1939700.0,0.2697,Emerald City Construction,2013-12-16,206,166,Supply Chain Issue,2014-07-10,372,2014-12-23,4014900.0,3149000.0,975300.0,486600.0,505900.0
COST_1312,BLDG_590,35374700.0,35374700.0,0.0,0.0,Cascade Building Group,2013-01-26,277,0,None,2013-10-30,277,2013-10-30,16932100.0,13411200.0,3788000.0,2035700.0,-792300.0
COST_1313,BLDG_50078,34806400.0,35690500.0,884100.0,0.0254,Apex Builders,2013-03-26,309,44,Weather,2014-01-29,353,2014-03-14,15849400.0,11664900.0,3821900.0,2086100.0,2268200.0
COST_1314,BLDG_612,22030000.0,22503600.0,473600.0,0.0215,Summit Contractors,2013-11-23,254,53,Permit Delay,2014-08-04,307,2014-09-26,10020200.0,8171300.0,1809700.0,1529600.0,972800.0
COST_1315,BLDG_25006,4569900.0,4569900.0,0.0,0.0,Pacific Structures,2013-01-18,222,0,None,2013-08-28,222,2013-08-28,1963500.0,1533700.0,516300.0,254100.0,302300.0
COST_1316,BLDG_49850,17619100.0,17619100.0,0.0,0.0,Apex Builders,2013-06-09,203,0,None,2013-12-29,203,2013-12-29,7502100.0,6081900.0,2060000.0,1133900.0,841200.0
COST_1317,BLDG_49830,5926400.0,6456200.0,529800.0,0.0894,Summit Contractors,2013-12-09,207,114,Permit Delay,2014-07-04,321,2014-10-26,2919500.0,2228000.0,632500.0,438400.0,237800.0
COST_1318,BLDG_28039,6513800.0,6513800.0,0.0,0.0,Apex Builders,2013-12-24,180,0,None,2014-06-22,180,2014-06-22,2971400.0,2448800.0,667100.0,437300.0,-10800.0
COST_1319,BLDG_140,16576100.0,16576100.0,0.0,0.0,Pacific Structures,2013-03-02,231,0,None,2013-10-19,231,2013-10-19,7326900.0,5314700.0,1541400.0,894800.0,1498300.0
COST_1320,BLDG_50092,90448900.0,91073000.0,624100.0,0.0069,Cascade Building Group,2013-01-27,447,0,None,2014-04-19,447,2014-04-19,41565400.0,31149900.0,10145800.0,5063100.0,3148800.0
COST_1321,BLDG_21501,17752800.0,18818000.0,1065200.0,0.06,Cascade Building Group,2013-11-09,255,57,Labor Shortage,2014-07-22,312,2014-09-17,8349200.0,6984200.0,2059900.0,961400.0,463300.0
COST_1322,BLDG_25751,6645200.0,6730300.0,85100.0,0.0128,Cascade Building Group,2013-05-16,180,0,None,2013-11-12,180,2013-11-12,3177300.0,2521400.0,737200.0,401600.0,-107200.0
COST_1323,BLDG_19519,16304000.0,16304000.0,0.0,0.0,Apex Builders,2013-03-10,262,0,None,2013-11-27,262,2013-11-27,7780700.0,5521800.0,1783600.0,947400.0,270500.0
COST_1324,BLDG_27688,9626400.0,9626400.0,0.0,0.0,Pacific Structures,2013-10-27,181,0,None,2014-04-26,181,2014-04-26,4385900.0,3220200.0,854300.0,586300.0,579700.0
COST_1325,BLDG_21530,6358200.0,6530500.0,172300.0,0.0271,Emerald City Construction,2013-05-14,193,26,Labor Shortage,2013-11-23,219,2013-12-19,3072800.0,2270500.0,551800.0,386300.0,249100.0
COST_1326,BLDG_468,55266300.0,55968200.0,701900.0,0.0127,Emerald City Construction,2013-11-15,315,0,None,2014-09-26,315,2014-09-26,26373600.0,20414400.0,5173200.0,3622000.0,385000.0
COST_1327,BLDG_19794,15074600.0,15297700.0,223100.0,0.0148,Cascade Building Group,2013-12-03,230,0,None,2014-07-21,230,2014-07-21,7080200.0,5036700.0,1575900.0,969800.0,635100.0
COST_1328,BLDG_460,62889100.0,85485200.0,22596100.0,0.3593,Apex Builders,2013-09-01,251,150,Design Change,2014-05-10,401,2014-10-07,36888600.0,31378900.0,8204900.0,5007000.0,4005800.0
COST_1329,BLDG_25028,6010800.0,6094400.0,83600.0,0.0139,Emerald City Construction,2013-01-19,198,0,None,2013-08-05,198,2013-08-05,2616300.0,2137700.0,548300.0,309300.0,482800.0
COST_1330,BLDG_51996,7695800.0,9168000.0,1472200.0,0.1913,Apex Builders,2020-06-11,226,139,Supply Chain Issue,2021-01-23,365,2021-06-11,4356300.0,3011200.0,741600.0,521400.0,537500.0
COST_1331,BLDG_24272,14498100.0,14677900.0,179800.0,0.0124,Pacific Structures,2013-02-14,234,0,None,2013-10-06,234,2013-10-06,6398200.0,5288500.0,1245400.0,829100.0,916700.0
COST_1332,BLDG_21859,17807500.0,17869800.0,62300.0,0.0035,Cascade Building Group,2013-01-24,233,0,None,2013-09-14,233,2013-09-14,7769400.0,6391900.0,1504900.0,925400.0,1278200.0
COST_1333,BLDG_21290,24095100.0,29955000.0,5859900.0,0.2432,Summit Contractors,2013-11-10,231,161,Material Shortage,2014-06-29,392,2014-12-07,12879700.0,10704200.0,3542600.0,1680000.0,1148500.0
COST_1334,BLDG_27873,16248600.0,16325000.0,76400.0,0.0047,Cascade Building Group,2013-09-10,240,0,None,2014-05-08,240,2014-05-08,7373100.0,5963300.0,1814600.0,1138600.0,35400.0
COST_1335,BLDG_763,16469200.0,23972600.0,7503400.0,0.4556,Summit Contractors,2013-12-01,235,196,Design Change,2014-07-24,431,2015-02-05,11042300.0,7931900.0,2035500.0,1592400.0,1370500.0
COST_1336,BLDG_24426,5321400.0,5499100.0,177700.0,0.0334,Emerald City Construction,2013-03-14,180,50,Weather,2013-09-10,230,2013-10-30,2532700.0,1989800.0,542700.0,363100.0,70800.0
COST_1337,BLDG_21262,8967300.0,8967300.0,0.0,0.0,Summit Contractors,2013-05-16,191,0,None,2013-11-23,191,2013-11-23,3906700.0,3346900.0,952100.0,599600.0,162000.0
COST_1338,BLDG_50086,12294500.0,12294500.0,0.0,0.0,Apex Builders,2013-07-26,200,0,None,2014-02-11,200,2014-02-11,5233600.0,4325400.0,1456200.0,827400.0,451900.0
COST_1339,BLDG_21659,7594600.0,7594600.0,0.0,0.0,Summit Contractors,2013-04-06,223,0,None,2013-11-15,223,2013-11-15,3331100.0,2651700.0,689300.0,429100.0,493400.0
COST_1340,BLDG_23695,5879800.0,6172600.0,292800.0,0.0498,Emerald City Construction,2013-01-20,221,46,Material Shortage,2013-08-29,267,2013-10-14,2778900.0,2270700.0,559000.0,348400.0,215600.0
COST_1341,BLDG_43247,6899800.0,6906000.0,6200.0,0.0009,Emerald City Construction,2013-08-05,180,0,None,2014-02-01,180,2014-02-01,3154300.0,2270500.0,709500.0,391800.0,379900.0
COST_1342,BLDG_20846,10087700.0,10225900.0,138200.0,0.0137,Cascade Building Group,2013-08-12,220,0,None,2014-03-20,220,2014-03-20,4460900.0,3481400.0,1168800.0,678700.0,436100.0
COST_1343,BLDG_239,17725600.0,18253800.0,528200.0,0.0298,Emerald City Construction,2013-01-13,220,37,Labor Shortage,2013-08-21,257,2013-09-27,7867200.0,6776300.0,1664500.0,1203800.0,742000.0
COST_1344,BLDG_49709,23604800.0,30896300.0,7291500.0,0.3089,Apex Builders,2013-10-09,208,139,Design Change,2014-05-05,347,2014-09-21,14536500.0,10813300.0,2627200.0,1555300.0,1364000.0
COST_1345,BLDG_21388,9522700.0,9522700.0,0.0,0.0,Summit Contractors,2013-04-25,218,0,None,2013-11-29,218,2013-11-29,4489700.0,3527500.0,863200.0,656900.0,-14600.0
COST_1346,BLDG_21548,10047400.0,10047400.0,0.0,0.0,Pacific Structures,2013-08-08,189,0,None,2014-02-13,189,2014-02-13,4388700.0,3367000.0,984300.0,559800.0,747600.0
COST_1347,BLDG_26266,9314800.0,10516400.0,1201600.0,0.129,Emerald City Construction,2018-12-02,240,86,Material Shortage,2019-07-30,326,2019-10-24,4770300.0,3611100.0,992700.0,657500.0,484800.0
COST_1348,BLDG_19887,46225400.0,68409000.0,22183600.0,0.4799,Summit Contractors,2013-03-26,357,215,Design Change,2014-03-18,572,2014-10-19,30537100.0,25271500.0,7829300.0,4296000.0,475100.0
COST_1349,BLDG_23458,4965600.0,4965600.0,0.0,0.0,Cascade Building Group,2013-09-19,180,0,None,2014-03-18,180,2014-03-18,2127800.0,1637700.0,584500.0,259500.0,356100.0
COST_1350,BLDG_27198,43019600.0,49386500.0,6366900.0,0.148,Pacific Structures,2013-08-05,300,108,Labor Shortage,2014-06-01,408,2014-09-17,23529500.0,18455100.0,4698500.0,3156500.0,-453100.0
COST_1351,BLDG_20312,7448500.0,7782200.0,333700.0,0.0448,Cascade Building Group,2013-07-04,183,21,Weather,2014-01-03,204,2014-01-24,3273100.0,2635000.0,878900.0,472200.0,523000.0
COST_1352,BLDG_23502,7293300.0,7293300.0,0.0,0.0,Apex Builders,2013-08-04,200,0,None,2014-02-20,200,2014-02-20,3145300.0,2759500.0,603500.0,453800.0,331200.0
COST_1353,BLDG_400,303322300.0,307083500.0,3761200.0,0.0124,Cascade Building Group,2017-05-01,921,0,None,2019-11-08,921,2019-11-08,135342100.0,113517600.0,31368000.0,18099000.0,8756800.0
COST_1354,BLDG_26717,5849500.0,5878700.0,29200.0,0.005,Summit Contractors,2013-10-08,196,0,None,2014-04-22,196,2014-04-22,2771100.0,2041900.0,665900.0,388500.0,11300.0
COST_1355,BLDG_25716,5778400.0,5854100.0,75700.0,0.0131,Pacific Structures,2013-07-11,180,0,None,2014-01-07,180,2014-01-07,2735700.0,2134000.0,566400.0,367100.0,50900.0
COST_1356,BLDG_21627,14584600.0,14629800.0,45200.0,0.0031,Cascade Building Group,2013-05-16,209,0,None,2013-12-11,209,2013-12-11,6653500.0,5168900.0,1254300.0,787900.0,765200.0
COST_1357,BLDG_25931,18292700.0,18676800.0,384100.0,0.021,Cascade Building Group,2013-06-17,226,31,Weather,2014-01-29,257,2014-03-01,8623100.0,6932700.0,1706400.0,1215000.0,199600.0
COST_1358,BLDG_50310,31560400.0,31876000.0,315600.0,0.01,Apex Builders,2015-08-25,291,6,Weather,2016-06-11,297,2016-06-17,14039900.0,11191200.0,3177300.0,1914200.0,1553400.0
COST_1359,BLDG_25235,9287100.0,11420300.0,2133200.0,0.2297,Summit Contractors,2013-11-05,198,146,Material Shortage,2014-05-22,344,2014-10-15,5441000.0,4331500.0,1298900.0,579500.0,-230600.0
COST_1360,BLDG_50943,134760100.0,134760100.0,0.0,0.0,Cascade Building Group,2017-10-07,641,0,None,2019-07-10,641,2019-07-10,56815800.0,44202700.0,14816000.0,7802200.0,11123400.0
COST_1361,BLDG_23517,7871900.0,7902600.0,30700.0,0.0039,Summit Contractors,2013-10-13,200,0,None,2014-05-01,200,2014-05-01,3366900.0,2849600.0,658600.0,458600.0,568900.0
COST_1362,BLDG_49827,7931400.0,8097200.0,165800.0,0.0209,Emerald City Construction,2013-04-15,210,9,Weather,2013-11-11,219,2013-11-20,3850500.0,2710500.0,824700.0,534600.0,176900.0
COST_1363,BLDG_20198,9958600.0,10063200.0,104600.0,0.0105,Apex Builders,2013-06-02,218,29,Weather,2014-01-06,247,2014-02-04,4797200.0,3335700.0,1156200.0,550200.0,223900.0
COST_1364,BLDG_25761,29366500.0,30779000.0,1412500.0,0.0481,Apex Builders,2013-04-21,280,28,Weather,2014-01-26,308,2014-02-23,13833100.0,10603200.0,3172800.0,1817500.0,1352400.0
COST_1365,BLDG_353,314077100.0,404028800.0,89951700.0,0.2864,Apex Builders,2013-09-25,1052,129,Design Change,2016-08-12,1181,2016-12-19,183666500.0,138197100.0,33371800.0,20641100.0,28152300.0
COST_1366,BLDG_24587,9181900.0,9882500.0,700600.0,0.0763,Summit Contractors,2013-08-15,191,74,Contractor Delay,2014-02-22,265,2014-05-07,4685800.0,3189900.0,1116000.0,668300.0,222500.0
COST_1367,BLDG_49896,12781900.0,12884200.0,102300.0,0.008,Cascade Building Group,2013-12-14,225,0,None,2014-07-27,225,2014-07-27,6071100.0,4453600.0,1498100.0,758600.0,102800.0
COST_1368,BLDG_20758,6709200.0,6750100.0,40900.0,0.0061,Cascade Building Group,2013-04-06,199,0,None,2013-10-22,199,2013-10-22,3184100.0,2545600.0,645100.0,453100.0,-77800.0
COST_1369,BLDG_24029,7226800.0,7260000.0,33200.0,0.0046,Summit Contractors,2013-07-13,195,0,None,2014-01-24,195,2014-01-24,3211100.0,2526600.0,670900.0,461300.0,390100.0
COST_1370,BLDG_50664,13123500.0,16014600.0,2891100.0,0.2203,Summit Contractors,2016-01-17,207,91,Design Change,2016-08-11,298,2016-11-10,7524200.0,5414700.0,1629200.0,903200.0,543300.0
